formula,anon,label
"Sr: 1, Sn: 1, P: 1","elem_1054: 1, elem_8076: 1, elem_4874: 1",1
"Sr: 1, Ta: 1, N: 1, O: 2","elem_1054: 1, elem_7584: 1, elem_4922: 1, elem_9902: 2",0
"Sr: 1, Te: 1","elem_1054: 1, elem_4345: 1",0
"Sr: 1, Th: 1, P: 2, S: 8","elem_1054: 1, elem_3982: 1, elem_4874: 2, elem_9062: 8",0
"Sr: 1, Ti: 1, O: 3","elem_1054: 1, elem_7235: 1, elem_9902: 3",0
"Sr: 1, Tl: 2","elem_1054: 1, elem_2582: 2",1
"Sr: 1, Tl: 1, Hg: 2","elem_1054: 1, elem_2582: 1, elem_7286: 2",1
"Sr: 1, U: 1, S: 2","elem_1054: 1, elem_8131: 1, elem_9062: 2",1
"Sr: 1, V: 13, O: 18","elem_1054: 1, elem_4182: 13, elem_9902: 18",1
"Sr: 1, Zn: 1, S: 1, O: 1","elem_1054: 1, elem_7038: 1, elem_9062: 1, elem_9902: 1",0
"Sr: 1, Zn: 1, Sb: 2","elem_1054: 1, elem_7038: 1, elem_3476: 2",1
"Sr: 1, Zr: 2, Nb: 1","elem_1054: 1, elem_5500: 2, elem_9559: 1",1
"Sr: 1, Zr: 1, S: 3","elem_1054: 1, elem_5500: 1, elem_9062: 3",0
"Ta: 11, Cu: 2, O: 30","elem_7584: 11, elem_1377: 2, elem_9902: 30",0
"Ta: 11, Cu: 5, O: 30","elem_7584: 11, elem_1377: 5, elem_9902: 30",0
"Ta: 22, Cu: 3, S: 36","elem_7584: 22, elem_1377: 3, elem_9062: 36",1
"Ta: 2, Mn: 3, O: 8","elem_7584: 2, elem_1223: 3, elem_9902: 8",0
"Ta: 2, Mo: 1, Os: 1","elem_7584: 2, elem_3373: 1, elem_4043: 1",1
"Ta: 2, N: 1","elem_7584: 2, elem_4922: 1",1
"Ta: 2, Nb: 3, O: 12","elem_7584: 2, elem_9559: 3, elem_9902: 12",1
"Ta: 2, O: 5","elem_7584: 2, elem_9902: 5",0
"Ta: 2, Os: 1, W: 1","elem_7584: 2, elem_4043: 1, elem_7486: 1",1
"Ta: 2, Pt: 1, Se: 7","elem_7584: 2, elem_4859: 1, elem_7611: 7",1
"Ta: 2, Ti: 1, N: 3","elem_7584: 2, elem_7235: 1, elem_4922: 3",1
"Ta: 2, Tl: 4, S: 11","elem_7584: 2, elem_2582: 4, elem_9062: 11",0
"Ta: 2, Tl: 1, O: 6","elem_7584: 2, elem_2582: 1, elem_9902: 6",1
"Ta: 3, B: 4","elem_7584: 3, elem_8033: 4",1
"Ta: 3, P: 1","elem_7584: 3, elem_4874: 1",1
"Ta: 4, Al: 1, C: 3","elem_7584: 4, elem_3486: 1, elem_2375: 3",1
"Ta: 4, Cu: 2, O: 11","elem_7584: 4, elem_1377: 2, elem_9902: 11",0
"Ta: 4, Fe: 1, Te: 4","elem_7584: 4, elem_7694: 1, elem_4345: 4",1
"Ta: 4, N: 5","elem_7584: 4, elem_4922: 5",1
"Ta: 5, N: 6","elem_7584: 5, elem_4922: 6",1
"Ta: 6, Be: 15, Cu: 8","elem_7584: 6, elem_8846: 15, elem_1377: 8",1
"Ta: 6, Ni: 16, Ge: 7","elem_7584: 6, elem_7611: 16, elem_6419: 7",1
"Ta: 7, Cu: 3, O: 19","elem_7584: 7, elem_1377: 3, elem_9902: 19",0
"Ta: 1, Al: 3","elem_7584: 1, elem_3486: 3",1
"Ta: 1, Al: 1, Pt: 1","elem_7584: 1, elem_3486: 1, elem_4859: 1",1
"Ta: 1, As: 1","elem_7584: 1, elem_2057: 1",1
"Ta: 1, Be: 2","elem_7584: 1, elem_8846: 2",1
"Ta: 1, Co: 1, Sn: 2","elem_7584: 1, elem_9394: 1, elem_8076: 2",1
"Ta: 1, Cu: 3, S: 4","elem_7584: 1, elem_1377: 3, elem_9062: 4",0
"Ta: 1, F: 3","elem_7584: 1, elem_6130: 3",1
"Ta: 1, Ga: 1, Pt: 1","elem_7584: 1, elem_6849: 1, elem_4859: 1",1
"Ta: 1, Ga: 1, S: 2","elem_7584: 1, elem_6849: 1, elem_9062: 2",0
"Ta: 1, Ga: 1, Se: 2","elem_7584: 1, elem_6849: 1, elem_7611: 2",0
"Ta: 1, In: 1, Ni: 1","elem_7584: 1, elem_2476: 1, elem_7611: 1",1
"Ta: 1, N: 1","elem_7584: 1, elem_4922: 1",0
"Ta: 1, N: 1, O: 1","elem_7584: 1, elem_4922: 1, elem_9902: 1",0
"Ta: 1, Ni: 1, B: 2","elem_7584: 1, elem_7611: 1, elem_8033: 2",1
"Ta: 1, Pd: 3","elem_7584: 1, elem_8322: 3",1
"Ta: 1, Pt: 3","elem_7584: 1, elem_4859: 3",1
"Ta: 1, Rh: 3","elem_7584: 1, elem_6928: 3",1
"Ta: 1, Ti: 1, Fe: 2","elem_7584: 1, elem_7235: 1, elem_7694: 2",1
"Ta: 1, Tl: 3, S: 4","elem_7584: 1, elem_2582: 3, elem_9062: 4",0
"Ta: 1, Tl: 1, S: 3","elem_7584: 1, elem_2582: 1, elem_9062: 3",0
"Ta: 1, W: 3","elem_7584: 1, elem_7486: 3",1
"Tb: 1, Al: 8, Fe: 4","elem_9043: 1, elem_3486: 8, elem_7694: 4",1
"Tb: 1, Al: 3, C: 3","elem_9043: 1, elem_3486: 3, elem_2375: 3",1
"Tb: 1, Co: 2, B: 2","elem_9043: 1, elem_9394: 2, elem_8033: 2",1
"Tb: 1, Co: 2, Ge: 2","elem_9043: 1, elem_9394: 2, elem_6419: 2",1
"Tb: 1, Cu: 3, Se: 3","elem_9043: 1, elem_1377: 3, elem_7611: 3",0
"Tb: 1, Cu: 3, Te: 3","elem_9043: 1, elem_1377: 3, elem_4345: 3",0
"Tb: 1, Fe: 4, P: 12","elem_9043: 1, elem_7694: 4, elem_4874: 12",1
"Tb: 1, Ge: 2, Pd: 2","elem_9043: 1, elem_6419: 2, elem_8322: 2",1
"Tb: 1, Ge: 2, Rh: 2","elem_9043: 1, elem_6419: 2, elem_6928: 2",1
"Tb: 1, In: 3, S: 6","elem_9043: 1, elem_2476: 3, elem_9062: 6",0
"Tb: 1, Mn: 6, Ge: 6","elem_9043: 1, elem_1223: 6, elem_6419: 6",1
"Tb: 1, Ni: 4, P: 2","elem_9043: 1, elem_7611: 4, elem_4874: 2",1
"Tb: 0.52, Pr: 2.48, Ga: 1.67, S: 7","elem_9043: 0.52, elem_1103: 2.48, elem_6849: 1.67, elem_9062: 7",0
"Tb: 10, B: 7, C: 10","elem_9043: 10, elem_8033: 7, elem_2375: 10",1
"Tb: 11, S: 16","elem_9043: 11, elem_9062: 16",1
"Tb: 2, Mo: 3, O: 12","elem_9043: 2, elem_3373: 3, elem_9902: 12",0
"Tb: 2, Al: 1, Co: 2","elem_9043: 2, elem_3486: 1, elem_9394: 2",1
"Tb: 2, C: 3","elem_9043: 2, elem_2375: 3",1
"Tb: 2, Eu: 1, Se: 4","elem_9043: 2, elem_2806: 1, elem_7611: 4",0
"Tb: 2, Ge: 1, S: 5","elem_9043: 2, elem_6419: 1, elem_9062: 5",0
"Tb: 2, In: 16, Pt: 7","elem_9043: 2, elem_2476: 16, elem_4859: 7",1
"Tb: 2, O: 3","elem_9043: 2, elem_9902: 3",0
"Tb: 2, Sb: 5","elem_9043: 2, elem_3476: 5",1
"Tb: 2, Sb: 1, O: 2","elem_9043: 2, elem_3476: 1, elem_9902: 2",1
"Tb: 2, Ti: 3, Ge: 4","elem_9043: 2, elem_7235: 3, elem_6419: 4",1
"Tb: 3, Mn: 2, C: 6","elem_9043: 3, elem_1223: 2, elem_2375: 6",1
"Tb: 3, Fe: 1, B: 7","elem_9043: 3, elem_7694: 1, elem_8033: 7",1
"Tb: 3, Ge: 5","elem_9043: 3, elem_6419: 5",1
"Tb: 3, Ni: 13, B: 2","elem_9043: 3, elem_7611: 13, elem_8033: 2",1
"Tb: 3, Re: 1, O: 7","elem_9043: 3, elem_3031: 1, elem_9902: 7",1
"Tb: 3, Si: 1","elem_9043: 3, elem_1995: 1",1
"Tb: 4, Al: 2, O: 9","elem_9043: 4, elem_3486: 2, elem_9902: 9",0
"Tb: 4, Ga: 1, Sb: 1, S: 9","elem_9043: 4, elem_6849: 1, elem_3476: 1, elem_9062: 9",0
"Tb: 5, Ti: 5, O: 17","elem_9043: 5, elem_7235: 5, elem_9902: 17",1
"Tb: 5, Tl: 3","elem_9043: 5, elem_2582: 3",1
"Tb: 6, Pb: 1, Se: 10","elem_9043: 6, elem_5427: 1, elem_7611: 10",1
"Tb: 1, B: 1, Sb: 2, O: 8","elem_9043: 1, elem_8033: 1, elem_3476: 2, elem_9902: 8",0
"Tb: 1, B: 1, Rh: 3","elem_9043: 1, elem_8033: 1, elem_6928: 3",1
"Tb: 1, Be: 13","elem_9043: 1, elem_8846: 13",1
"Tb: 1, Cl: 1","elem_9043: 1, elem_7530: 1",1
"Tb: 1, Co: 2","elem_9043: 1, elem_9394: 2",1
"Tb: 1, Cu: 5","elem_9043: 1, elem_1377: 5",1
"Tb: 1, Ga: 1","elem_9043: 1, elem_6849: 1",1
"Tb: 1, Ga: 2, Co: 3","elem_9043: 1, elem_6849: 2, elem_9394: 3",1
"Tb: 1, Ga: 3","elem_9043: 1, elem_6849: 3",1
"Tb: 1, H: 2","elem_9043: 1, elem_9158: 2",1
"Tb: 1, Hg: 2","elem_9043: 1, elem_7286: 2",1
"Tb: 1, In: 2, Ni: 1","elem_9043: 1, elem_2476: 2, elem_7611: 1",1
"Tb: 1, In: 1, Ag: 2","elem_9043: 1, elem_2476: 1, elem_3063: 2",1
"Tb: 1, In: 1, Ir: 1","elem_9043: 1, elem_2476: 1, elem_7311: 1",1
"Tb: 1, Mn: 5, Ge: 3","elem_9043: 1, elem_1223: 5, elem_6419: 3",1
"Tb: 1, Ni: 5","elem_9043: 1, elem_7611: 5",1
"Tb: 1, Ni: 1, Ge: 2","elem_9043: 1, elem_7611: 1, elem_6419: 2",1
"Tb: 1, Ni: 1, O: 3","elem_9043: 1, elem_7611: 1, elem_9902: 3",1
"Tb: 1, P: 1","elem_9043: 1, elem_4874: 1",1
"Tb: 1, Pt: 1","elem_9043: 1, elem_4859: 1",1
"Tb: 1, Rh: 2","elem_9043: 1, elem_6928: 2",1
"Tb: 1, Sb: 2","elem_9043: 1, elem_3476: 2",1
"Tb: 1, Se: 2","elem_9043: 1, elem_7611: 2",1
"Tb: 1, Sn: 1, Au: 1","elem_9043: 1, elem_8076: 1, elem_4442: 1",1
"Tb: 1, Te: 1","elem_9043: 1, elem_4345: 1",1
"Tb: 1, Tl: 1","elem_9043: 1, elem_2582: 1",1
"Tb: 1, W: 1, Cl: 1, O: 4","elem_9043: 1, elem_7486: 1, elem_7530: 1, elem_9902: 4",0
"Tb: 1, Y: 1, Hg: 2","elem_9043: 1, elem_3272: 1, elem_7286: 2",1
"Tb: 1, Yb: 1, Hg: 2","elem_9043: 1, elem_4678: 1, elem_7286: 2",1
"Tb: 1, Yb: 1, Rh: 2","elem_9043: 1, elem_4678: 1, elem_6928: 2",1
"Tb: 1, Zn: 2","elem_9043: 1, elem_7038: 2",1
"Tb: 1, Zr: 1, Sb: 1","elem_9043: 1, elem_5500: 1, elem_3476: 1",1
"Tc: 3, Pd: 1","elem_3775: 3, elem_8322: 1",1
"Tc: 1, B: 1","elem_3775: 1, elem_8033: 1",1
"Tc: 1, S: 2","elem_3775: 1, elem_9062: 2",0
"Tc: 1, Se: 2","elem_3775: 1, elem_7611: 2",0
"Te: 0.01, Pb: 1, Se: 0.99","elem_4345: 0.01, elem_5427: 1, elem_7611: 0.99",0
"Te: 0.05, Pb: 1, Se: 0.95","elem_4345: 0.05, elem_5427: 1, elem_7611: 0.95",0
"Te: 0.4, Se: 0.6","elem_4345: 0.4, elem_7611: 0.6",0
"Te: 0.5, Pb: 1, Se: 0.5","elem_4345: 0.5, elem_5427: 1, elem_7611: 0.5",0
"Te: 0.5, Se: 0.5","elem_4345: 0.5, elem_7611: 0.5",0
"Te: 0.6, Se: 0.4","elem_4345: 0.6, elem_7611: 0.4",0
"Te: 0.8, Se: 0.2","elem_4345: 0.8, elem_7611: 0.2",0
"Te: 0.99, Pb: 1, Se: 0.01","elem_4345: 0.99, elem_5427: 1, elem_7611: 0.01",0
"Te: 2, Au: 1","elem_4345: 2, elem_4442: 1",1
"Te: 2, Mo: 1","elem_4345: 2, elem_3373: 1",0
"Te: 2, Mo: 1, W: 3, S: 6","elem_4345: 2, elem_3373: 1, elem_7486: 3, elem_9062: 6",1
"Te: 2, Mo: 2, W: 1, Se: 4","elem_4345: 2, elem_3373: 2, elem_7486: 1, elem_7611: 4",1
"Te: 2, Mo: 3, Se: 4","elem_4345: 2, elem_3373: 3, elem_7611: 4",1
"Te: 2, Mo: 1, W: 1, S: 2","elem_4345: 2, elem_3373: 1, elem_7486: 1, elem_9062: 2",1
"Te: 2, Os: 1","elem_4345: 2, elem_4043: 1",0
"Te: 2, Pd: 1","elem_4345: 2, elem_8322: 1",0
"Te: 2, Pd: 3","elem_4345: 2, elem_8322: 3",1
"Te: 2, Pd: 3, Pb: 2","elem_4345: 2, elem_8322: 3, elem_5427: 2",1
"Te: 2, Ru: 1","elem_4345: 2, elem_9197: 1",0
"Te: 2, W: 2, Se: 1, S: 1","elem_4345: 2, elem_7486: 2, elem_7611: 1, elem_9062: 1",1
"Te: 3, As: 2","elem_4345: 3, elem_2057: 2",0
"Te: 3, Mo: 1, W: 1, S: 1","elem_4345: 3, elem_3373: 1, elem_7486: 1, elem_9062: 1",1
"Te: 4, Mo: 1, W: 2, S: 2","elem_4345: 4, elem_3373: 1, elem_7486: 2, elem_9062: 2",1
"Te: 4, Mo: 1, W: 3, S: 4","elem_4345: 4, elem_3373: 1, elem_7486: 3, elem_9062: 4",1
"Te: 1, As: 1","elem_4345: 1, elem_2057: 1",0
"Te: 1, I: 1","elem_4345: 1, elem_7655: 1",0
"Te: 1, I: 4","elem_4345: 1, elem_7655: 4",0
"Te: 1, Mo: 1, Se: 1","elem_4345: 1, elem_3373: 1, elem_7611: 1",1
"Te: 1, O: 2","elem_4345: 1, elem_9902: 2",0
"Te: 1, Pb: 1","elem_4345: 1, elem_5427: 1",0
"Te: 1, Pb: 3, Cl: 4, O: 3","elem_4345: 1, elem_5427: 3, elem_7530: 4, elem_9902: 3",0
"Te: 1, Pd: 1","elem_4345: 1, elem_8322: 1",1
"Te: 1, Se: 1","elem_4345: 1, elem_7611: 1",0
"Te: 1, Se: 3","elem_4345: 1, elem_7611: 3",0
"Te: 1, W: 1, Cl: 9","elem_4345: 1, elem_7486: 1, elem_7530: 9",1
"Th: 1, Al: 8, Fe: 4","elem_3982: 1, elem_3486: 8, elem_7694: 4",1
"Th: 1, Al: 10, Fe: 2","elem_3982: 1, elem_3486: 10, elem_7694: 2",1
"Th: 1, Fe: 2, Ge: 2","elem_3982: 1, elem_7694: 2, elem_6419: 2",1
"Th: 1, Fe: 2, Si: 2","elem_3982: 1, elem_7694: 2, elem_1995: 2",1
"Th: 1, Ge: 2, Pd: 2","elem_3982: 1, elem_6419: 2, elem_8322: 2",1
"Th: 1, Mn: 2, Ge: 2","elem_3982: 1, elem_1223: 2, elem_6419: 2",1
"Th: 1, Si: 2, Ru: 2","elem_3982: 1, elem_1995: 2, elem_9197: 2",1
"Th: 2, Cr: 1, N: 3","elem_3982: 2, elem_2802: 1, elem_4922: 3",1
"Th: 2, Fe: 7","elem_3982: 2, elem_7694: 7",1
"Th: 2, Ge: 1, Se: 2","elem_3982: 2, elem_6419: 1, elem_7611: 2",0
"Th: 2, In: 1","elem_3982: 2, elem_2476: 1",1
"Th: 2, Se: 5","elem_3982: 2, elem_7611: 5",0
"Th: 3, B: 2, C: 3","elem_3982: 3, elem_8033: 2, elem_2375: 3",1
"Th: 6, Mg: 23","elem_3982: 6, elem_7398: 23",1
"Th: 1, Al: 1","elem_3982: 1, elem_3486: 1",1
"Th: 1, Al: 3","elem_3982: 1, elem_3486: 3",1
"Th: 1, As: 1, Se: 1","elem_3982: 1, elem_2057: 1, elem_7611: 1",1
"Th: 1, Bi: 2","elem_3982: 1, elem_9183: 2",1
"Th: 1, Cr: 1, B: 4","elem_3982: 1, elem_2802: 1, elem_8033: 4",1
"Th: 1, Fe: 2, Si: 1, C: 1","elem_3982: 1, elem_7694: 2, elem_1995: 1, elem_2375: 1",1
"Th: 1, Hg: 2","elem_3982: 1, elem_7286: 2",1
"Th: 1, Ir: 5","elem_3982: 1, elem_7311: 5",1
"Th: 1, Mn: 4, Cu: 3, O: 12","elem_3982: 1, elem_1223: 4, elem_1377: 3, elem_9902: 12",1
"Th: 1, O: 2","elem_3982: 1, elem_9902: 2",0
"Th: 1, P: 1, Se: 1","elem_3982: 1, elem_4874: 1, elem_7611: 1",1
"Th: 1, Pd: 3","elem_3982: 1, elem_8322: 3",1
"Th: 1, Rh: 2","elem_3982: 1, elem_6928: 2",1
"Th: 1, Ru: 3, C: 1","elem_3982: 1, elem_9197: 3, elem_2375: 1",1
"Th: 1, S: 1","elem_3982: 1, elem_9062: 1",1
"Th: 1, S: 1, O: 1","elem_3982: 1, elem_9062: 1, elem_9902: 1",0
"Th: 1, Se: 1, O: 1","elem_3982: 1, elem_7611: 1, elem_9902: 1",0
"Th: 1, Si: 1","elem_3982: 1, elem_1995: 1",1
"Th: 1, Si: 2, Ru: 3","elem_3982: 1, elem_1995: 2, elem_9197: 3",1
"Th: 1, Te: 1, O: 1","elem_3982: 1, elem_4345: 1, elem_9902: 1",0
"Th: 1, U: 8, O: 18","elem_3982: 1, elem_8131: 8, elem_9902: 18",1
"Ti: 1, Bi: 12, O: 20","elem_7235: 1, elem_9183: 12, elem_9902: 20",0
"Ti: 10, O: 11","elem_7235: 10, elem_9902: 11",1
"Ti: 11, O: 18","elem_7235: 11, elem_9902: 18",1
"Ti: 13, S: 24","elem_7235: 13, elem_9062: 24",1
"Ti: 1, C: 0.9","elem_7235: 1, elem_2375: 0.9",0
"Ti: 20, Sb: 9, Se: 3","elem_7235: 20, elem_3476: 9, elem_7611: 3",1
"Ti: 2, Al: 1, V: 1","elem_7235: 2, elem_3486: 1, elem_4182: 1",1
"Ti: 2, B: 1","elem_7235: 2, elem_8033: 1",1
"Ti: 2, B: 1, Rh: 6","elem_7235: 2, elem_8033: 1, elem_6928: 6",1
"Ti: 2, Be: 17","elem_7235: 2, elem_8846: 17",1
"Ti: 2, C: 1","elem_7235: 2, elem_2375: 1",1
"Ti: 2, Cd: 1","elem_7235: 2, elem_1400: 1",1
"Ti: 2, Co: 1, Ge: 1","elem_7235: 2, elem_9394: 1, elem_6419: 1",1
"Ti: 2, Co: 1, S: 4","elem_7235: 2, elem_9394: 1, elem_9062: 4",1
"Ti: 2, Cu: 1, S: 4","elem_7235: 2, elem_1377: 1, elem_9062: 4",1
"Ti: 2, Mn: 1, Fe: 1","elem_7235: 2, elem_1223: 1, elem_7694: 1",1
"Ti: 2, Ni: 1, H: 1","elem_7235: 2, elem_7611: 1, elem_9158: 1",1
"Ti: 2, Ni: 1, Se: 4","elem_7235: 2, elem_7611: 1, elem_7611: 4",1
"Ti: 2, Os: 1, Ru: 1","elem_7235: 2, elem_4043: 1, elem_9197: 1",1
"Ti: 2, Re: 1, Pd: 1","elem_7235: 2, elem_3031: 1, elem_8322: 1",1
"Ti: 2, Re: 1, Rh: 1","elem_7235: 2, elem_3031: 1, elem_6928: 1",1
"Ti: 2, Re: 1, Ru: 1","elem_7235: 2, elem_3031: 1, elem_9197: 1",1
"Ti: 2, Sb: 1, P: 3, O: 12","elem_7235: 2, elem_3476: 1, elem_4874: 3, elem_9902: 12",1
"Ti: 2, Tc: 1, Ni: 1","elem_7235: 2, elem_3775: 1, elem_7611: 1",1
"Ti: 2, Tc: 1, Pd: 1","elem_7235: 2, elem_3775: 1, elem_8322: 1",1
"Ti: 2, Zn: 1, S: 4","elem_7235: 2, elem_7038: 1, elem_9062: 4",1
"Ti: 3, Be: 1","elem_7235: 3, elem_8846: 1",1
"Ti: 3, Cu: 3, O: 1","elem_7235: 3, elem_1377: 3, elem_9902: 1",1
"Ti: 3, Fe: 3, O: 1","elem_7235: 3, elem_7694: 3, elem_9902: 1",1
"Ti: 3, P: 1, O: 7","elem_7235: 3, elem_4874: 1, elem_9902: 7",1
"Ti: 3, Pt: 5","elem_7235: 3, elem_4859: 5",1
"Ti: 3, Sn: 1, C: 2","elem_7235: 3, elem_8076: 1, elem_2375: 2",1
"Ti: 4, Ni: 1, Bi: 2","elem_7235: 4, elem_7611: 1, elem_9183: 2",1
"Ti: 4, O: 5","elem_7235: 4, elem_9902: 5",1
"Ti: 4, Zn: 1, O: 8","elem_7235: 4, elem_7038: 1, elem_9902: 8",1
"Ti: 5, B: 12, O: 26","elem_7235: 5, elem_8033: 12, elem_9902: 26",1
"Ti: 5, Zn: 4, Te: 3, O: 18","elem_7235: 5, elem_7038: 4, elem_4345: 3, elem_9902: 18",1
"Ti: 5, Zn: 1, O: 7","elem_7235: 5, elem_7038: 1, elem_9902: 7",1
"Ti: 6, H: 2, O: 13","elem_7235: 6, elem_9158: 2, elem_9902: 13",0
"Ti: 9, O: 10","elem_7235: 9, elem_9902: 10",1
"Ti: 9, O: 8","elem_7235: 9, elem_9902: 8",1
"Ti: 1, Al: 1","elem_7235: 1, elem_3486: 1",1
"Ti: 1, Al: 1, Au: 2","elem_7235: 1, elem_3486: 1, elem_4442: 2",1
"Ti: 1, As: 1, Rh: 1","elem_7235: 1, elem_2057: 1, elem_6928: 1",1
"Ti: 1, Au: 1, Cl: 1","elem_7235: 1, elem_4442: 1, elem_7530: 1",1
"Ti: 1, Bi: 25, O: 39","elem_7235: 1, elem_9183: 25, elem_9902: 39",0
"Ti: 1, Br: 2","elem_7235: 1, elem_1698: 2",1
"Ti: 1, C: 1","elem_7235: 1, elem_2375: 1",1
"Ti: 1, Co: 1, Ge: 1","elem_7235: 1, elem_9394: 1, elem_6419: 1",1
"Ti: 1, Co: 1, Sb: 1","elem_7235: 1, elem_9394: 1, elem_3476: 1",0
"Ti: 1, Co: 1, Sn: 1","elem_7235: 1, elem_9394: 1, elem_8076: 1",1
"Ti: 1, Cr: 3, P: 6, O: 24","elem_7235: 1, elem_2802: 3, elem_4874: 6, elem_9902: 24",1
"Ti: 1, Fe: 2","elem_7235: 1, elem_7694: 2",1
"Ti: 1, Fe: 2, As: 1","elem_7235: 1, elem_7694: 2, elem_2057: 1",1
"Ti: 1, Fe: 2, Sb: 1","elem_7235: 1, elem_7694: 2, elem_3476: 1",1
"Ti: 1, Fe: 2, Si: 1","elem_7235: 1, elem_7694: 2, elem_1995: 1",0
"Ti: 1, Fe: 1, H: 2","elem_7235: 1, elem_7694: 1, elem_9158: 2",1
"Ti: 1, Ga: 1, Ir: 2","elem_7235: 1, elem_6849: 1, elem_7311: 2",1
"Ti: 1, Hg: 1, O: 3","elem_7235: 1, elem_7286: 1, elem_9902: 3",1
"Ti: 1, I: 1","elem_7235: 1, elem_7655: 1",1
"Ti: 1, Mn: 2, Al: 1","elem_7235: 1, elem_1223: 2, elem_3486: 1",1
"Ti: 1, Mn: 2, Ge: 1","elem_7235: 1, elem_1223: 2, elem_6419: 1",1
"Ti: 1, Ni: 1, Sb: 1","elem_7235: 1, elem_7611: 1, elem_3476: 1",0
"Ti: 1, O: 2","elem_7235: 1, elem_9902: 2",0
"Ti: 1, Os: 3","elem_7235: 1, elem_4043: 3",1
"Ti: 1, P: 1, O: 4","elem_7235: 1, elem_4874: 1, elem_9902: 4",1
"Ti: 1, Pd: 1","elem_7235: 1, elem_8322: 1",1
"Ti: 1, Re: 1, N: 3","elem_7235: 1, elem_3031: 1, elem_4922: 3",1
"Ti: 1, S: 2","elem_7235: 1, elem_9062: 2",0
"Ti: 1, S: 3","elem_7235: 1, elem_9062: 3",0
"Ti: 1, Se: 1","elem_7235: 1, elem_7611: 1",1
"Ti: 1, Se: 2","elem_7235: 1, elem_7611: 2",0
"Ti: 1, Tc: 2, Sb: 1","elem_7235: 1, elem_3775: 2, elem_3476: 1",1
"Ti: 1, Te: 2","elem_7235: 1, elem_4345: 2",0
"Ti: 1, Tl: 1, P: 1, S: 5","elem_7235: 1, elem_2582: 1, elem_4874: 1, elem_9062: 5",0
"Ti: 1, Tl: 1, S: 2","elem_7235: 1, elem_2582: 1, elem_9062: 2",0
"Ti: 1, Tl: 1, Se: 2","elem_7235: 1, elem_2582: 1, elem_7611: 2",0
"Ti: 1, V: 4, Cu: 1, O: 12","elem_7235: 1, elem_4182: 4, elem_1377: 1, elem_9902: 12",1
"Ti: 1, Zn: 3","elem_7235: 1, elem_7038: 3",1
"Tl: 1, Cu: 6, S: 4","elem_2582: 1, elem_1377: 6, elem_9062: 4",1
"Tl: 1, Mo: 3, Se: 3","elem_2582: 1, elem_3373: 3, elem_7611: 3",1
"Tl: 1, W: 3, O: 9","elem_2582: 1, elem_7486: 3, elem_9902: 9",1
"Tl: 0.0, Te: 1, Pb: 1.0","elem_2582: 0.0, elem_4345: 1, elem_5427: 1.0",0
"Tl: 0.01, Te: 1, Pb: 0.99","elem_2582: 0.01, elem_4345: 1, elem_5427: 0.99",0
"Tl: 0.01, Te: 1, Pb: 0.99","elem_2582: 0.01, elem_4345: 1, elem_5427: 0.99",0
"Tl: 0.04, Te: 1, Pb: 0.96","elem_2582: 0.04, elem_4345: 1, elem_5427: 0.96",0
"Tl: 0.07, Te: 1, Pb: 0.93","elem_2582: 0.07, elem_4345: 1, elem_5427: 0.93",0
"Tl: 16, O: 15, F: 17","elem_2582: 16, elem_9902: 15, elem_6130: 17",1
"Tl: 2.35, Sb: 8.65, Se: 14","elem_2582: 2.35, elem_3476: 8.65, elem_7611: 14",0
"Tl: 2, Bi: 1, P: 2, S: 7","elem_2582: 2, elem_9183: 1, elem_4874: 2, elem_9062: 7",0
"Tl: 2, Cd: 1, Te: 4","elem_2582: 2, elem_1400: 1, elem_4345: 4",1
"Tl: 2, Cu: 2, Sn: 1, S: 4","elem_2582: 2, elem_1377: 2, elem_8076: 1, elem_9062: 4",0
"Tl: 2, Ge: 1, Te: 3","elem_2582: 2, elem_6419: 1, elem_4345: 3",0
"Tl: 2, Hg: 3, S: 4","elem_2582: 2, elem_7286: 3, elem_9062: 4",0
"Tl: 2, Hg: 3, Se: 4","elem_2582: 2, elem_7286: 3, elem_7611: 4",0
"Tl: 2, Hg: 3, Te: 4","elem_2582: 2, elem_7286: 3, elem_4345: 4",0
"Tl: 2, In: 1, Ga: 1, Se: 4","elem_2582: 2, elem_2476: 1, elem_6849: 1, elem_7611: 4",0
"Tl: 2, In: 1, Ga: 1, Te: 4","elem_2582: 2, elem_2476: 1, elem_6849: 1, elem_4345: 4",0
"Tl: 2, Mo: 7, O: 22","elem_2582: 2, elem_3373: 7, elem_9902: 22",1
"Tl: 2, O: 3","elem_2582: 2, elem_9902: 3",0
"Tl: 2, P: 1, Au: 1, S: 4","elem_2582: 2, elem_4874: 1, elem_4442: 1, elem_9062: 4",0
"Tl: 2, S: 1","elem_2582: 2, elem_9062: 1",0
"Tl: 2, Se: 1","elem_2582: 2, elem_7611: 1",0
"Tl: 2, Te: 3","elem_2582: 2, elem_4345: 3",0
"Tl: 2, Te: 3, As: 2, Se: 1","elem_2582: 2, elem_4345: 3, elem_2057: 2, elem_7611: 1",0
"Tl: 2, Te: 1, Br: 6","elem_2582: 2, elem_4345: 1, elem_1698: 6",0
"Tl: 2, Te: 1, I: 6","elem_2582: 2, elem_4345: 1, elem_7655: 6",0
"Tl: 2, Te: 1, S: 3","elem_2582: 2, elem_4345: 1, elem_9062: 3",0
"Tl: 3, As: 1, Se: 3","elem_2582: 3, elem_2057: 1, elem_7611: 3",0
