text_name,text_anon,label
Protein A: TIMM8B ; Protein B: TIMM9,Protein A: PROT_2774 ; Protein B: PROT_1005,1
Protein A: NFKB2 ; Protein B: NFKBIA,Protein A: PROT_3355 ; Protein B: PROT_1446,1
Protein A: GPC3 ; Protein B: RPSA,Protein A: PROT_0619 ; Protein B: PROT_1913,0
Protein A: LIMK1 ; Protein B: BAZ1B,Protein A: PROT_1021 ; Protein B: PROT_2160,0
Protein A: EPN3 ; Protein B: AP2A1,Protein A: PROT_2961 ; Protein B: PROT_0361,1
Protein A: ANP32E ; Protein B: ING3,Protein A: PROT_1554 ; Protein B: PROT_1003,1
Protein A: TAF6 ; Protein B: POLR2H,Protein A: PROT_0333 ; Protein B: PROT_0269,1
Protein A: NME6 ; Protein B: NTPCR,Protein A: PROT_1468 ; Protein B: PROT_2855,1
Protein A: EEF1G ; Protein B: RPL18A,Protein A: PROT_0604 ; Protein B: PROT_2292,1
Protein A: SSRP1 ; Protein B: H4-16,Protein A: PROT_3205 ; Protein B: PROT_0833,1
Protein A: CCL22 ; Protein B: ACKR4,Protein A: PROT_2042 ; Protein B: PROT_1608,1
Protein A: RSAD1 ; Protein B: RPL3,Protein A: PROT_1326 ; Protein B: PROT_2881,1
Protein A: PPP1R26 ; Protein B: MRPL21,Protein A: PROT_1788 ; Protein B: PROT_0638,1
Protein A: PPP2R3A ; Protein B: RNF8,Protein A: PROT_2690 ; Protein B: PROT_1499,0
Protein A: BMPR1B ; Protein B: EXOSC8,Protein A: PROT_1013 ; Protein B: PROT_0216,0
Protein A: DNTTIP2 ; Protein B: NGDN,Protein A: PROT_1284 ; Protein B: PROT_0133,1
Protein A: CD40 ; Protein B: MYD88,Protein A: PROT_1126 ; Protein B: PROT_3035,1
Protein A: EIF3G ; Protein B: EPOR,Protein A: PROT_2132 ; Protein B: PROT_0293,0
Protein A: SCMH1 ; Protein B: PHC2,Protein A: PROT_1228 ; Protein B: PROT_3147,1
Protein A: H4C15 ; Protein B: H2BC3,Protein A: PROT_2740 ; Protein B: PROT_0021,1
Protein A: ARRB1 ; Protein B: RRAGA,Protein A: PROT_0988 ; Protein B: PROT_1659,0
Protein A: FZR1 ; Protein B: CCDC22,Protein A: PROT_0924 ; Protein B: PROT_1548,0
Protein A: MMP14 ; Protein B: APOA1,Protein A: PROT_1612 ; Protein B: PROT_2644,1
Protein A: RPL26 ; Protein B: CUL4B,Protein A: PROT_3409 ; Protein B: PROT_2702,0
Protein A: RBBP5 ; Protein B: H4-16,Protein A: PROT_0794 ; Protein B: PROT_0833,1
Protein A: TAX1BP1 ; Protein B: ITPR3,Protein A: PROT_0328 ; Protein B: PROT_3334,0
Protein A: PSMC5 ; Protein B: PSMB4,Protein A: PROT_2396 ; Protein B: PROT_0998,1
Protein A: FCGR3A ; Protein B: CD8A,Protein A: PROT_0115 ; Protein B: PROT_3053,1
Protein A: MRPS21 ; Protein B: RPS24,Protein A: PROT_1386 ; Protein B: PROT_2791,0
Protein A: ABCF1 ; Protein B: RPL18A,Protein A: PROT_1355 ; Protein B: PROT_2292,1
Protein A: MED17 ; Protein B: RPSA,Protein A: PROT_2055 ; Protein B: PROT_1913,0
Protein A: SF3A2 ; Protein B: SRSF1,Protein A: PROT_1292 ; Protein B: PROT_2287,1
Protein A: MAT2A ; Protein B: DNMT1,Protein A: PROT_2100 ; Protein B: PROT_0896,1
Protein A: SNRPD2 ; Protein B: DHX38,Protein A: PROT_2625 ; Protein B: PROT_1778,1
Protein A: H4C6 ; Protein B: CYC1,Protein A: PROT_2947 ; Protein B: PROT_2581,0
Protein A: PA2G4 ; Protein B: SDAD1,Protein A: PROT_0190 ; Protein B: PROT_3079,1
Protein A: MRPS2 ; Protein B: MRPS28,Protein A: PROT_0678 ; Protein B: PROT_3017,1
Protein A: SOS2 ; Protein B: FGFR4,Protein A: PROT_1050 ; Protein B: PROT_2207,1
Protein A: PRKN ; Protein B: SUPT3H,Protein A: PROT_2452 ; Protein B: PROT_0322,0
Protein A: COPS7B ; Protein B: DDB2,Protein A: PROT_0080 ; Protein B: PROT_0098,1
Protein A: LSM5 ; Protein B: PRPF4,Protein A: PROT_1715 ; Protein B: PROT_1407,1
Protein A: VARS1 ; Protein B: YARS1,Protein A: PROT_1333 ; Protein B: PROT_2449,1
Protein A: BTRC ; Protein B: CDK6,Protein A: PROT_2342 ; Protein B: PROT_1218,0
Protein A: HIBCH ; Protein B: MRPL33,Protein A: PROT_1366 ; Protein B: PROT_2043,1
Protein A: SLBP ; Protein B: NDUFS4,Protein A: PROT_0829 ; Protein B: PROT_1833,0
Protein A: CD74 ; Protein B: RPS16,Protein A: PROT_2019 ; Protein B: PROT_2421,1
Protein A: ATXN2 ; Protein B: NTRK1,Protein A: PROT_0767 ; Protein B: PROT_1102,0
Protein A: E2F1 ; Protein B: PPARG,Protein A: PROT_2253 ; Protein B: PROT_0612,0
Protein A: NAPB ; Protein B: INPP5J,Protein A: PROT_1875 ; Protein B: PROT_2538,0
Protein A: SYF2 ; Protein B: XAB2,Protein A: PROT_1288 ; Protein B: PROT_2001,1
Protein A: MED20 ; Protein B: MED8,Protein A: PROT_0986 ; Protein B: PROT_0614,1
Protein A: RFC5 ; Protein B: DAXX,Protein A: PROT_2968 ; Protein B: PROT_0344,0
Protein A: CLU ; Protein B: KIF14,Protein A: PROT_2143 ; Protein B: PROT_1827,0
Protein A: CEL ; Protein B: PLEKHA3,Protein A: PROT_2116 ; Protein B: PROT_3210,1
Protein A: CFHR4 ; Protein B: ADH7,Protein A: PROT_3435 ; Protein B: PROT_1885,0
Protein A: ATRIP ; Protein B: MRPL4,Protein A: PROT_1329 ; Protein B: PROT_0689,0
Protein A: RRAGA ; Protein B: LAMTOR2,Protein A: PROT_1659 ; Protein B: PROT_1428,1
Protein A: EIF3K ; Protein B: EIF3F,Protein A: PROT_0477 ; Protein B: PROT_2766,1
Protein A: MRPL44 ; Protein B: IL13RA2,Protein A: PROT_1410 ; Protein B: PROT_2169,0
Protein A: GALNT4 ; Protein B: DEGS1,Protein A: PROT_1676 ; Protein B: PROT_2005,0
Protein A: SFTPC ; Protein B: NDUFS8,Protein A: PROT_2268 ; Protein B: PROT_0157,0
Protein A: EDC4 ; Protein B: DDX6,Protein A: PROT_1947 ; Protein B: PROT_2215,1
Protein A: POLR2B ; Protein B: RPRD1B,Protein A: PROT_1419 ; Protein B: PROT_1424,1
Protein A: GCLM ; Protein B: GGT5,Protein A: PROT_0110 ; Protein B: PROT_1512,1
Protein A: FIG4 ; Protein B: MTMR6,Protein A: PROT_2053 ; Protein B: PROT_2375,1
Protein A: SLC6A3 ; Protein B: STX1A,Protein A: PROT_2692 ; Protein B: PROT_2666,1
Protein A: SEC61A1 ; Protein B: UBE2C,Protein A: PROT_0549 ; Protein B: PROT_1380,0
Protein A: RPS9 ; Protein B: EHHADH,Protein A: PROT_0643 ; Protein B: PROT_1716,0
Protein A: RRP12 ; Protein B: PES1,Protein A: PROT_0384 ; Protein B: PROT_2505,1
Protein A: KCNJ4 ; Protein B: KCNQ1,Protein A: PROT_2925 ; Protein B: PROT_2858,1
Protein A: MT-ND2 ; Protein B: NDUFC1,Protein A: PROT_1986 ; Protein B: PROT_0937,1
Protein A: RPL4 ; Protein B: PAX8,Protein A: PROT_1613 ; Protein B: PROT_0182,0
Protein A: F2 ; Protein B: AGTR1,Protein A: PROT_2232 ; Protein B: PROT_1169,1
Protein A: ALB ; Protein B: PNOC,Protein A: PROT_1972 ; Protein B: PROT_1162,0
Protein A: LRRFIP2 ; Protein B: FLII,Protein A: PROT_0647 ; Protein B: PROT_0744,1
Protein A: FTSJ3 ; Protein B: NDUFB9,Protein A: PROT_3378 ; Protein B: PROT_3366,0
Protein A: SGO1 ; Protein B: ESPL1,Protein A: PROT_1412 ; Protein B: PROT_2578,1
Protein A: UQCRFS1 ; Protein B: NDUFA2,Protein A: PROT_1832 ; Protein B: PROT_2458,1
Protein A: LIPA ; Protein B: CUL7,Protein A: PROT_0290 ; Protein B: PROT_1542,0
Protein A: MYH10 ; Protein B: GAS2L1,Protein A: PROT_1224 ; Protein B: PROT_0927,0
Protein A: RPS8 ; Protein B: RPL39L,Protein A: PROT_2321 ; Protein B: PROT_0467,1
Protein A: ENTPD2 ; Protein B: ADCY5,Protein A: PROT_2168 ; Protein B: PROT_1189,1
Protein A: PSMD1 ; Protein B: PDHB,Protein A: PROT_1769 ; Protein B: PROT_1332,0
Protein A: GDF2 ; Protein B: TGFBR1,Protein A: PROT_0178 ; Protein B: PROT_2817,1
Protein A: DRAP1 ; Protein B: DR1,Protein A: PROT_0454 ; Protein B: PROT_1862,1
Protein A: SORL1 ; Protein B: HDAC1,Protein A: PROT_3291 ; Protein B: PROT_1584,0
Protein A: AKR1C1 ; Protein B: DHRS9,Protein A: PROT_2442 ; Protein B: PROT_1865,1
Protein A: POMC ; Protein B: PDYN,Protein A: PROT_1482 ; Protein B: PROT_1342,1
Protein A: PDSS2 ; Protein B: PYCR2,Protein A: PROT_3262 ; Protein B: PROT_2078,0
Protein A: KAT5 ; Protein B: RORA,Protein A: PROT_2950 ; Protein B: PROT_3344,1
Protein A: BUB1B ; Protein B: DLGAP5,Protein A: PROT_1470 ; Protein B: PROT_3338,1
Protein A: WDR12 ; Protein B: PNKP,Protein A: PROT_0499 ; Protein B: PROT_0826,0
Protein A: NFKB2 ; Protein B: RELA,Protein A: PROT_3355 ; Protein B: PROT_1792,1
Protein A: SIRT2 ; Protein B: RRP8,Protein A: PROT_2897 ; Protein B: PROT_3419,1
Protein A: GABARAPL2 ; Protein B: HSP90B1,Protein A: PROT_2386 ; Protein B: PROT_2681,0
Protein A: EIF2S2 ; Protein B: H4C8,Protein A: PROT_3426 ; Protein B: PROT_1100,0
Protein A: RPL31 ; Protein B: UBA52,Protein A: PROT_0051 ; Protein B: PROT_2560,1
Protein A: MRPL13 ; Protein B: CYP4A11,Protein A: PROT_3203 ; Protein B: PROT_1923,0
Protein A: FGFBP1 ; Protein B: GPI,Protein A: PROT_2197 ; Protein B: PROT_0940,0
Protein A: PPP2CA ; Protein B: NUP214,Protein A: PROT_1534 ; Protein B: PROT_0001,0
Protein A: RAD9A ; Protein B: CHEK2,Protein A: PROT_1798 ; Protein B: PROT_0856,1
Protein A: YWHAZ ; Protein B: BRCA1,Protein A: PROT_2842 ; Protein B: PROT_1793,0
Protein A: CDK13 ; Protein B: SUPT5H,Protein A: PROT_1316 ; Protein B: PROT_0107,1
Protein A: GALT ; Protein B: IL17RB,Protein A: PROT_0482 ; Protein B: PROT_0139,0
Protein A: DLST ; Protein B: CS,Protein A: PROT_0388 ; Protein B: PROT_2280,1
Protein A: SNRPD2 ; Protein B: TRA2B,Protein A: PROT_2625 ; Protein B: PROT_3433,1
Protein A: MAEL ; Protein B: INSR,Protein A: PROT_3302 ; Protein B: PROT_0795,0
Protein A: MYH9 ; Protein B: MYL6,Protein A: PROT_3284 ; Protein B: PROT_1765,1
Protein A: SMARCA5 ; Protein B: RBBP4,Protein A: PROT_1589 ; Protein B: PROT_2062,1
Protein A: COX5B ; Protein B: RPS10,Protein A: PROT_0418 ; Protein B: PROT_2698,0
Protein A: UTP15 ; Protein B: GJA3,Protein A: PROT_3290 ; Protein B: PROT_0486,0
Protein A: SUCLA2 ; Protein B: HADHB,Protein A: PROT_2889 ; Protein B: PROT_1994,1
Protein A: CAND1 ; Protein B: SKP2,Protein A: PROT_1211 ; Protein B: PROT_0357,1
Protein A: RPS6 ; Protein B: TP53,Protein A: PROT_0734 ; Protein B: PROT_1150,0
Protein A: EHD3 ; Protein B: EHBP1,Protein A: PROT_1395 ; Protein B: PROT_0709,1
Protein A: RELA ; Protein B: CEBPB,Protein A: PROT_1792 ; Protein B: PROT_0089,1
Protein A: SIRT1 ; Protein B: PPARG,Protein A: PROT_3029 ; Protein B: PROT_0612,1
Protein A: MAP2K3 ; Protein B: MYO6,Protein A: PROT_2790 ; Protein B: PROT_3314,0
Protein A: ABLIM1 ; Protein B: CHMP3,Protein A: PROT_3007 ; Protein B: PROT_1912,0
Protein A: GMPS ; Protein B: MRPS25,Protein A: PROT_3267 ; Protein B: PROT_1453,0
Protein A: MT-ND6 ; Protein B: NDUFB5,Protein A: PROT_2243 ; Protein B: PROT_0992,1
Protein A: COASY ; Protein B: RPL32,Protein A: PROT_1310 ; Protein B: PROT_2693,0
Protein A: TARS1 ; Protein B: NARS1,Protein A: PROT_3042 ; Protein B: PROT_2865,1
Protein A: H2AC8 ; Protein B: PFKL,Protein A: PROT_2528 ; Protein B: PROT_2512,0
Protein A: TYMP ; Protein B: APRT,Protein A: PROT_1751 ; Protein B: PROT_1301,1
Protein A: BUB1B ; Protein B: PTPN11,Protein A: PROT_1470 ; Protein B: PROT_2137,0
Protein A: PIK3R2 ; Protein B: PPP1R3B,Protein A: PROT_0733 ; Protein B: PROT_0529,0
Protein A: KMT2D ; Protein B: NCOA6,Protein A: PROT_1914 ; Protein B: PROT_3427,1
Protein A: GGA2 ; Protein B: PRKCI,Protein A: PROT_2170 ; Protein B: PROT_2104,0
Protein A: RACK1 ; Protein B: RPL34,Protein A: PROT_2020 ; Protein B: PROT_2542,1
Protein A: MAP3K7 ; Protein B: PRKAB2,Protein A: PROT_2963 ; Protein B: PROT_1142,1
Protein A: CYP4A11 ; Protein B: RPLP2,Protein A: PROT_1923 ; Protein B: PROT_1502,0
Protein A: RPS3A ; Protein B: EIF5AL1,Protein A: PROT_1403 ; Protein B: PROT_1531,1
Protein A: ERCC8 ; Protein B: ANAPC4,Protein A: PROT_0884 ; Protein B: PROT_3268,0
Protein A: SCFD1 ; Protein B: CDCA3,Protein A: PROT_1161 ; Protein B: PROT_1191,0
Protein A: OLA1 ; Protein B: PTRH1,Protein A: PROT_2687 ; Protein B: PROT_3405,1
Protein A: RPS27A ; Protein B: YOD1,Protein A: PROT_1145 ; Protein B: PROT_1872,1
Protein A: S1PR2 ; Protein B: MRPL30,Protein A: PROT_1749 ; Protein B: PROT_3215,0
Protein A: SNRPD2 ; Protein B: LUC7L,Protein A: PROT_2625 ; Protein B: PROT_2948,1
Protein A: GRB2 ; Protein B: KIT,Protein A: PROT_1193 ; Protein B: PROT_1356,1
Protein A: LPL ; Protein B: MAPK1,Protein A: PROT_1583 ; Protein B: PROT_3027,0
Protein A: BRS3 ; Protein B: GRP,Protein A: PROT_1381 ; Protein B: PROT_3062,1
Protein A: DPYD ; Protein B: PCBD1,Protein A: PROT_2360 ; Protein B: PROT_3241,0
Protein A: SLC12A2 ; Protein B: PRKACA,Protein A: PROT_2293 ; Protein B: PROT_1393,1
Protein A: MGLL ; Protein B: CAV1,Protein A: PROT_2200 ; Protein B: PROT_2513,0
Protein A: SCN2B ; Protein B: SCN3B,Protein A: PROT_2872 ; Protein B: PROT_2749,1
Protein A: RPS16 ; Protein B: TBL3,Protein A: PROT_2421 ; Protein B: PROT_1265,1
Protein A: MICU1 ; Protein B: CHCHD4,Protein A: PROT_2860 ; Protein B: PROT_0793,1
Protein A: RPL13 ; Protein B: RPS15A,Protein A: PROT_2320 ; Protein B: PROT_0034,1
Protein A: UQCR11 ; Protein B: MRPL27,Protein A: PROT_3138 ; Protein B: PROT_0942,0
Protein A: MRPS17 ; Protein B: MRPS18C,Protein A: PROT_1484 ; Protein B: PROT_2586,1
Protein A: FNBP1L ; Protein B: HSD17B8,Protein A: PROT_2316 ; Protein B: PROT_2577,0
Protein A: IRF7 ; Protein B: IFI6,Protein A: PROT_0452 ; Protein B: PROT_1580,1
Protein A: MRPL19 ; Protein B: KMT2C,Protein A: PROT_3070 ; Protein B: PROT_1779,0
Protein A: PIK3R2 ; Protein B: THRA,Protein A: PROT_0733 ; Protein B: PROT_1258,1
Protein A: INTS3 ; Protein B: CSNK1A1L,Protein A: PROT_1626 ; Protein B: PROT_0788,0
Protein A: TFPT ; Protein B: PLD3,Protein A: PROT_2011 ; Protein B: PROT_2922,0
Protein A: ITCH ; Protein B: HSPB2,Protein A: PROT_1022 ; Protein B: PROT_1118,0
Protein A: RPS17 ; Protein B: RPS27L,Protein A: PROT_2364 ; Protein B: PROT_2852,1
Protein A: SRC ; Protein B: C5,Protein A: PROT_1313 ; Protein B: PROT_0525,0
Protein A: MRPL36 ; Protein B: DNMT3B,Protein A: PROT_0531 ; Protein B: PROT_2758,0
Protein A: PIK3R2 ; Protein B: FGFR1,Protein A: PROT_0733 ; Protein B: PROT_1697,1
Protein A: RASSF7 ; Protein B: TP53BP2,Protein A: PROT_0578 ; Protein B: PROT_0200,1
Protein A: UBA1 ; Protein B: CASP8,Protein A: PROT_1948 ; Protein B: PROT_0982,0
Protein A: MRPS11 ; Protein B: MRPS31,Protein A: PROT_2738 ; Protein B: PROT_0886,1
Protein A: ACTR5 ; Protein B: YY1,Protein A: PROT_0680 ; Protein B: PROT_2071,1
Protein A: DIDO1 ; Protein B: H3-2,Protein A: PROT_0227 ; Protein B: PROT_1975,1
Protein A: INPP5F ; Protein B: TCF3,Protein A: PROT_0900 ; Protein B: PROT_2481,0
Protein A: MRPL51 ; Protein B: EPHA7,Protein A: PROT_3436 ; Protein B: PROT_2926,0
Protein A: RPL10A ; Protein B: MRPL21,Protein A: PROT_1143 ; Protein B: PROT_0638,1
Protein A: RPLP0 ; Protein B: RPS5,Protein A: PROT_1472 ; Protein B: PROT_3105,1
Protein A: RPS3A ; Protein B: RPS26,Protein A: PROT_1403 ; Protein B: PROT_1015,1
Protein A: MRPL13 ; Protein B: MRPL12,Protein A: PROT_3203 ; Protein B: PROT_3199,1
Protein A: CENPN ; Protein B: RPS19,Protein A: PROT_2247 ; Protein B: PROT_2084,0
Protein A: KLC1 ; Protein B: PIN1,Protein A: PROT_2622 ; Protein B: PROT_0443,0
Protein A: VAMP3 ; Protein B: STX11,Protein A: PROT_0281 ; Protein B: PROT_1532,1
Protein A: PRNP ; Protein B: ITGAX,Protein A: PROT_1597 ; Protein B: PROT_2828,0
Protein A: EZR ; Protein B: DHX15,Protein A: PROT_2891 ; Protein B: PROT_0645,0
Protein A: MPL ; Protein B: JAK2,Protein A: PROT_2218 ; Protein B: PROT_1614,1
Protein A: RPL35 ; Protein B: IL1R1,Protein A: PROT_2357 ; Protein B: PROT_0668,0
Protein A: ENO4 ; Protein B: BPGM,Protein A: PROT_1758 ; Protein B: PROT_1958,1
Protein A: RRP15 ; Protein B: PIK3R2,Protein A: PROT_2040 ; Protein B: PROT_0733,0
Protein A: IKZF1 ; Protein B: IKZF3,Protein A: PROT_0016 ; Protein B: PROT_2850,1
Protein A: RPS4X ; Protein B: RPL6,Protein A: PROT_1048 ; Protein B: PROT_2228,1
Protein A: TP53 ; Protein B: TADA3,Protein A: PROT_1150 ; Protein B: PROT_3228,1
Protein A: UGT1A9 ; Protein B: RAP1A,Protein A: PROT_2288 ; Protein B: PROT_1266,0
Protein A: MAPKAPK2 ; Protein B: ZFP36,Protein A: PROT_3247 ; Protein B: PROT_2030,1
Protein A: BYSL ; Protein B: COL3A1,Protein A: PROT_2434 ; Protein B: PROT_1376,0
Protein A: CHEK2 ; Protein B: ATM,Protein A: PROT_0856 ; Protein B: PROT_1733,1
Protein A: JAM3 ; Protein B: RRAS,Protein A: PROT_2703 ; Protein B: PROT_0427,0
Protein A: SRD5A2 ; Protein B: AKR1D1,Protein A: PROT_0684 ; Protein B: PROT_3288,1
Protein A: TUBA3E ; Protein B: TUBB2B,Protein A: PROT_1004 ; Protein B: PROT_2649,1
Protein A: HOMER1 ; Protein B: GRM5,Protein A: PROT_1987 ; Protein B: PROT_1701,1
Protein A: GUCY2C ; Protein B: PKLR,Protein A: PROT_1487 ; Protein B: PROT_0862,1
Protein A: TNNI2 ; Protein B: FBXO44,Protein A: PROT_2107 ; Protein B: PROT_1808,0
Protein A: ALKBH8 ; Protein B: PAFAH1B1,Protein A: PROT_2685 ; Protein B: PROT_2103,0
Protein A: RPL34 ; Protein B: H3BN98_HUMAN,Protein A: PROT_2542 ; Protein B: PROT_0054,1
Protein A: KIR2DL1 ; Protein B: KIR2DL4,Protein A: PROT_0760 ; Protein B: PROT_2203,1
Protein A: MUC12 ; Protein B: POLR2C,Protein A: PROT_2668 ; Protein B: PROT_3281,0
Protein A: NOP14 ; Protein B: UTP20,Protein A: PROT_0964 ; Protein B: PROT_1515,1
Protein A: AKT3 ; Protein B: TCL1B,Protein A: PROT_2739 ; Protein B: PROT_1307,1
Protein A: LSM4 ; Protein B: SNRPA1,Protein A: PROT_1726 ; Protein B: PROT_0091,1
Protein A: MRAS ; Protein B: PPP2CA,Protein A: PROT_1006 ; Protein B: PROT_1534,0
Protein A: RARA ; Protein B: H3BN98_HUMAN,Protein A: PROT_2627 ; Protein B: PROT_0054,0
Protein A: EFTUD2 ; Protein B: PPIL1,Protein A: PROT_1550 ; Protein B: PROT_2743,1
Protein A: LZTS3 ; Protein B: KBTBD6,Protein A: PROT_1841 ; Protein B: PROT_1276,0
Protein A: GUSB ; Protein B: RAF1,Protein A: PROT_1970 ; Protein B: PROT_1200,0
Protein A: RPS19 ; Protein B: PRPF3,Protein A: PROT_2084 ; Protein B: PROT_2990,0
Protein A: ITGAL ; Protein B: VAV1,Protein A: PROT_1772 ; Protein B: PROT_1965,1
Protein A: CENPC ; Protein B: VTI1B,Protein A: PROT_3353 ; Protein B: PROT_0825,0
Protein A: GJB2 ; Protein B: SLC26A4,Protein A: PROT_1794 ; Protein B: PROT_2286,1
Protein A: RPS9 ; Protein B: TPT1,Protein A: PROT_0643 ; Protein B: PROT_1577,1
Protein A: MITF ; Protein B: GABRB2,Protein A: PROT_3411 ; Protein B: PROT_0309,0
Protein A: VWF ; Protein B: DHX37,Protein A: PROT_0649 ; Protein B: PROT_2242,0
Protein A: RPS25 ; Protein B: RPS27A,Protein A: PROT_2711 ; Protein B: PROT_1145,1
Protein A: RPTOR ; Protein B: CCT5,Protein A: PROT_1262 ; Protein B: PROT_1684,0
Protein A: H3C13 ; Protein B: MPHOSPH8,Protein A: PROT_0712 ; Protein B: PROT_1615,1
Protein A: PTDSS2 ; Protein B: AKT2,Protein A: PROT_3322 ; Protein B: PROT_0810,0
Protein A: MED29 ; Protein B: MED25,Protein A: PROT_2841 ; Protein B: PROT_1312,1
Protein A: RIOK2 ; Protein B: TAL1,Protein A: PROT_2780 ; Protein B: PROT_0490,0
Protein A: AP5B1 ; Protein B: H3-3B,Protein A: PROT_0492 ; Protein B: PROT_1436,0
Protein A: CHST13 ; Protein B: CHST12,Protein A: PROT_3177 ; Protein B: PROT_0141,1
Protein A: CALM1 ; Protein B: ATP2B4,Protein A: PROT_1127 ; Protein B: PROT_1063,1
Protein A: SMARCA5 ; Protein B: CDK1,Protein A: PROT_1589 ; Protein B: PROT_3175,0
Protein A: EXOSC4 ; Protein B: VPS37A,Protein A: PROT_3159 ; Protein B: PROT_1394,0
Protein A: RPS7 ; Protein B: EIF1,Protein A: PROT_2669 ; Protein B: PROT_0311,1
Protein A: RPL3L ; Protein B: H2BC11,Protein A: PROT_1560 ; Protein B: PROT_0019,0
Protein A: EIF3K ; Protein B: IRF7,Protein A: PROT_0477 ; Protein B: PROT_0452,0
Protein A: GNAI1 ; Protein B: GNAI3,Protein A: PROT_2079 ; Protein B: PROT_0143,1
Protein A: MRPL35 ; Protein B: MRPL44,Protein A: PROT_3359 ; Protein B: PROT_1410,1
Protein A: GBA2 ; Protein B: ASAH1,Protein A: PROT_1205 ; Protein B: PROT_0286,1
Protein A: RPS12 ; Protein B: RPL21,Protein A: PROT_2877 ; Protein B: PROT_3278,1
Protein A: CASP3 ; Protein B: PRNP,Protein A: PROT_3431 ; Protein B: PROT_1597,0
Protein A: TXNDC12 ; Protein B: GSTA5,Protein A: PROT_3115 ; Protein B: PROT_1283,1
Protein A: ATP6V0D1 ; Protein B: ATP6V0C,Protein A: PROT_1496 ; Protein B: PROT_1924,1
Protein A: DNAJB1 ; Protein B: RPL35,Protein A: PROT_1501 ; Protein B: PROT_2357,0
Protein A: MRPL1 ; Protein B: MRPL17,Protein A: PROT_0260 ; Protein B: PROT_1153,1
Protein A: SNX9 ; Protein B: WDHD1,Protein A: PROT_0358 ; Protein B: PROT_2415,0
Protein A: HOXA5 ; Protein B: HOXB5,Protein A: PROT_3153 ; Protein B: PROT_2737,1
Protein A: GNGT2 ; Protein B: CCR5,Protein A: PROT_0732 ; Protein B: PROT_2327,1
Protein A: MRPL10 ; Protein B: MRPL3,Protein A: PROT_2962 ; Protein B: PROT_2085,1
Protein A: GGA1 ; Protein B: AKT1,Protein A: PROT_2114 ; Protein B: PROT_0407,0
Protein A: NMBR ; Protein B: GRPR,Protein A: PROT_0723 ; Protein B: PROT_2377,1
Protein A: GEMIN2 ; Protein B: STRAP,Protein A: PROT_1537 ; Protein B: PROT_0419,1
Protein A: NPSR1 ; Protein B: SP100,Protein A: PROT_2065 ; Protein B: PROT_0521,0
Protein A: GTPBP4 ; Protein B: NALCN,Protein A: PROT_3118 ; Protein B: PROT_2537,0
Protein A: CDK2 ; Protein B: MT-CO2,Protein A: PROT_1570 ; Protein B: PROT_2967,0
Protein A: NPSR1 ; Protein B: MYL12A,Protein A: PROT_2065 ; Protein B: PROT_2314,0
Protein A: CHRM5 ; Protein B: YBX3,Protein A: PROT_2768 ; Protein B: PROT_1082,0
Protein A: RPS16 ; Protein B: UTP4,Protein A: PROT_2421 ; Protein B: PROT_1147,1
Protein A: MLLT3 ; Protein B: H4C2,Protein A: PROT_3364 ; Protein B: PROT_1679,1
Protein A: RPS29 ; Protein B: RPS6,Protein A: PROT_0602 ; Protein B: PROT_0734,1
Protein A: DPF2 ; Protein B: BCL7A,Protein A: PROT_0179 ; Protein B: PROT_3132,1
Protein A: PDE9A ; Protein B: CCDC68,Protein A: PROT_2329 ; Protein B: PROT_3287,0
Protein A: PIK3CB ; Protein B: RRAS,Protein A: PROT_0690 ; Protein B: PROT_0427,1
Protein A: EIF2S1 ; Protein B: LSM3,Protein A: PROT_2007 ; Protein B: PROT_3149,0
Protein A: PRKACB ; Protein B: KCNJ6,Protein A: PROT_1290 ; Protein B: PROT_3396,1
Protein A: RPS5 ; Protein B: H3BN98_HUMAN,Protein A: PROT_3105 ; Protein B: PROT_0054,1
Protein A: SF3A2 ; Protein B: PRPF38A,Protein A: PROT_1292 ; Protein B: PROT_0422,1
Protein A: COMP ; Protein B: ADAMTS7,Protein A: PROT_3167 ; Protein B: PROT_1802,1
Protein A: STAT3 ; Protein B: FOXO1,Protein A: PROT_1442 ; Protein B: PROT_2785,1
Protein A: H2AC20 ; Protein B: H2BC9,Protein A: PROT_0911 ; Protein B: PROT_0934,1
Protein A: GABRB3 ; Protein B: GABRA4,Protein A: PROT_0006 ; Protein B: PROT_0636,1
Protein A: PRPF6 ; Protein B: MAP1A,Protein A: PROT_3346 ; Protein B: PROT_0460,0
Protein A: ITPR1 ; Protein B: PLCB2,Protein A: PROT_3407 ; Protein B: PROT_1507,1
Protein A: MC4R ; Protein B: ACTB,Protein A: PROT_1136 ; Protein B: PROT_2307,0
Protein A: SIRT1 ; Protein B: PER2,Protein A: PROT_3029 ; Protein B: PROT_1079,1
Protein A: GTF2H2 ; Protein B: H3C8,Protein A: PROT_2809 ; Protein B: PROT_1903,0
Protein A: GP1BA ; Protein B: UQCRFS1,Protein A: PROT_0670 ; Protein B: PROT_1832,0
Protein A: VBP1 ; Protein B: CCT5,Protein A: PROT_2878 ; Protein B: PROT_1684,1
Protein A: CLINT1 ; Protein B: WDR18,Protein A: PROT_1954 ; Protein B: PROT_2965,0
Protein A: CDK2 ; Protein B: NGEF,Protein A: PROT_1570 ; Protein B: PROT_2617,0
Protein A: NDUFB1 ; Protein B: NDUFA2,Protein A: PROT_1036 ; Protein B: PROT_2458,1
