formula,anon,label
"Ti: 2, Al: 3","el_7235: 2, el_3486: 3",0
"Ti: 2, Al: 3, Cu: 5","el_7235: 2, el_3486: 3, el_1377: 5",1
"Ti: 2, Al: 5, Cu: 3","el_7235: 2, el_3486: 5, el_1377: 3",0
"Ti: 2, Al: 7, Cu: 1","el_7235: 2, el_3486: 7, el_1377: 1",0
"Ti: 2, Al: 1, Cu: 1","el_7235: 2, el_3486: 1, el_1377: 1",0
"Ti: 2, Al: 1, Cu: 7","el_7235: 2, el_3486: 1, el_1377: 7",0
"Ti: 2, Al: 1, Ni: 1","el_7235: 2, el_3486: 1, el_7611: 1",1
"Ti: 2, Al: 1, Ni: 2","el_7235: 2, el_3486: 1, el_7611: 2",1
"Ti: 2, Al: 1, Ni: 7","el_7235: 2, el_3486: 1, el_7611: 7",0
"Ti: 2, Co: 17, B: 6","el_7235: 2, el_9394: 17, el_8033: 6",1
"Ti: 2, Co: 18, B: 5","el_7235: 2, el_9394: 18, el_8033: 5",1
"Ti: 2, Co: 37, B: 11","el_7235: 2, el_9394: 37, el_8033: 11",1
"Ti: 2, Cu: 2, Ni: 1","el_7235: 2, el_1377: 2, el_7611: 1",1
"Ti: 2, Cu: 3","el_7235: 2, el_1377: 3",1
"Ti: 2, Cu: 3, Ni: 5","el_7235: 2, el_1377: 3, el_7611: 5",0
"Ti: 2, Cu: 5, Ni: 3","el_7235: 2, el_1377: 5, el_7611: 3",0
"Ti: 2, Cu: 7, Ni: 1","el_7235: 2, el_1377: 7, el_7611: 1",0
"Ti: 2, Cu: 1, Ni: 1","el_7235: 2, el_1377: 1, el_7611: 1",1
"Ti: 2, Cu: 1, Ni: 2","el_7235: 2, el_1377: 1, el_7611: 2",0
"Ti: 2, Cu: 1, Ni: 7","el_7235: 2, el_1377: 1, el_7611: 7",0
"Ti: 2, Ni: 3","el_7235: 2, el_7611: 3",1
"Ti: 2, P: 19, Pd: 79","el_7235: 2, el_4874: 19, el_8322: 79",1
"Ti: 2, Si: 3, Ni: 5","el_7235: 2, el_1995: 3, el_7611: 5",0
"Ti: 2, Si: 1, Ni: 2","el_7235: 2, el_1995: 1, el_7611: 2",1
"Ti: 3, Co: 16, B: 6","el_7235: 3, el_9394: 16, el_8033: 6",1
"Ti: 3.36, Fe: 80.64, B: 16","el_7235: 3.36, el_7694: 80.64, el_8033: 16",1
"Ti: 3.5, Al: 95.8, Ni: 0.7","el_7235: 3.5, el_3486: 95.8, el_7611: 0.7",0
"Ti: 3.8, Ni: 78, B: 18.2","el_7235: 3.8, el_7611: 78, el_8033: 18.2",1
"Ti: 30.1, Nb: 30, Cu: 39.9","el_7235: 30.1, el_9559: 30, el_1377: 39.9",1
"Ti: 31, Be: 19","el_7235: 31, el_8846: 19",1
"Ti: 31, Ni: 15, B: 4","el_7235: 31, el_7611: 15, el_8033: 4",1
"Ti: 31, Ni: 19","el_7235: 31, el_7611: 19",1
"Ti: 32.3, Nb: 25, Cu: 42.7","el_7235: 32.3, el_9559: 25, el_1377: 42.7",1
"Ti: 32, Al: 59, Ni: 9","el_7235: 32, el_3486: 59, el_7611: 9",1
"Ti: 33, Nb: 10, Cu: 57","el_7235: 33, el_9559: 10, el_1377: 57",1
"Ti: 34.4, Nb: 20, Cu: 45.6","el_7235: 34.4, el_9559: 20, el_1377: 45.6",1
"Ti: 36.6, Nb: 15, Cu: 48.4","el_7235: 36.6, el_9559: 15, el_1377: 48.4",1
"Ti: 37, Al: 52, Ni: 11","el_7235: 37, el_3486: 52, el_7611: 11",1
"Ti: 37, Nb: 50, Si: 13","el_7235: 37, el_9559: 50, el_1995: 13",0
"Ti: 37, Ni: 63","el_7235: 37, el_7611: 63",1
"Ti: 38.7, Nb: 10, Cu: 51.3","el_7235: 38.7, el_9559: 10, el_1377: 51.3",1
"Ti: 38, Nb: 5, Cu: 57","el_7235: 38, el_9559: 5, el_1377: 57",1
"Ti: 39, Si: 11","el_7235: 39, el_1995: 11",1
"Ti: 3, Al: 1","el_7235: 3, el_3486: 1",0
"Ti: 3, Al: 2","el_7235: 3, el_3486: 2",0
"Ti: 3, Al: 2, Cu: 5","el_7235: 3, el_3486: 2, el_1377: 5",1
"Ti: 3, Al: 3, Cu: 4","el_7235: 3, el_3486: 3, el_1377: 4",0
"Ti: 3, Al: 4, Cu: 3","el_7235: 3, el_3486: 4, el_1377: 3",0
"Ti: 3, Al: 5, Cu: 2","el_7235: 3, el_3486: 5, el_1377: 2",0
"Ti: 3, Al: 6, Cu: 1","el_7235: 3, el_3486: 6, el_1377: 1",0
"Ti: 3, Al: 7","el_7235: 3, el_3486: 7",0
"Ti: 3, Al: 7, Cu: 10","el_7235: 3, el_3486: 7, el_1377: 10",1
"Ti: 3, Al: 9, Cu: 8","el_7235: 3, el_3486: 9, el_1377: 8",0
"Ti: 3, Al: 1, Cu: 1","el_7235: 3, el_3486: 1, el_1377: 1",0
"Ti: 3, Al: 1, Cu: 6","el_7235: 3, el_3486: 1, el_1377: 6",1
"Ti: 3, Al: 1, Ni: 1","el_7235: 3, el_3486: 1, el_7611: 1",1
"Ti: 3, Be: 2","el_7235: 3, el_8846: 2",1
"Ti: 3, Co: 17, B: 5","el_7235: 3, el_9394: 17, el_8033: 5",1
"Ti: 3, Cu: 17","el_7235: 3, el_1377: 17",0
"Ti: 3, Cu: 2","el_7235: 3, el_1377: 2",1
"Ti: 3, Cu: 2, Ni: 5","el_7235: 3, el_1377: 2, el_7611: 5",0
"Ti: 3, Cu: 3, Ni: 4","el_7235: 3, el_1377: 3, el_7611: 4",0
"Ti: 3, Cu: 4, Ni: 3","el_7235: 3, el_1377: 4, el_7611: 3",1
"Ti: 3, Cu: 5, Ni: 2","el_7235: 3, el_1377: 5, el_7611: 2",1
"Ti: 3, Cu: 6, Ni: 1","el_7235: 3, el_1377: 6, el_7611: 1",1
"Ti: 3, Cu: 7","el_7235: 3, el_1377: 7",1
"Ti: 3, Cu: 1, Ni: 1","el_7235: 3, el_1377: 1, el_7611: 1",1
"Ti: 3, Cu: 1, Ni: 6","el_7235: 3, el_1377: 1, el_7611: 6",0
"Ti: 3, Nb: 14, Si: 3","el_7235: 3, el_9559: 14, el_1995: 3",1
"Ti: 3, Ni: 1","el_7235: 3, el_7611: 1",0
"Ti: 3, Ni: 13, P: 4","el_7235: 3, el_7611: 13, el_4874: 4",1
"Ti: 3, Ni: 2","el_7235: 3, el_7611: 2",1
"Ti: 3, Ni: 7","el_7235: 3, el_7611: 7",0
"Ti: 3, Ni: 77, P: 20","el_7235: 3, el_7611: 77, el_4874: 20",1
"Ti: 3, Ni: 1, P: 1","el_7235: 3, el_7611: 1, el_4874: 1",1
"Ti: 3, Si: 1","el_7235: 3, el_1995: 1",0
"Ti: 3, Si: 17","el_7235: 3, el_1995: 17",1
"Ti: 3, Si: 2, Ni: 5","el_7235: 3, el_1995: 2, el_7611: 5",0
"Ti: 3, Si: 3, Ni: 4","el_7235: 3, el_1995: 3, el_7611: 4",0
"Ti: 3, Si: 4, Ni: 3","el_7235: 3, el_1995: 4, el_7611: 3",0
"Ti: 3, Si: 1, Ni: 1","el_7235: 3, el_1995: 1, el_7611: 1",0
"Ti: 3, V: 1, Si: 1","el_7235: 3, el_4182: 1, el_1995: 1",0
"Ti: 4, Al: 3, Cu: 3","el_7235: 4, el_3486: 3, el_1377: 3",0
"Ti: 4, Cu: 3, Ni: 3","el_7235: 4, el_1377: 3, el_7611: 3",1
"Ti: 4, Si: 3, Ni: 3","el_7235: 4, el_1995: 3, el_7611: 3",0
"Ti: 40.9, Nb: 5, Cu: 54.1","el_7235: 40.9, el_9559: 5, el_1377: 54.1",1
"Ti: 40, Al: 43, Ni: 17","el_7235: 40, el_3486: 43, el_7611: 17",1
"Ti: 40, Nb: 47, Si: 13","el_7235: 40, el_9559: 47, el_1995: 13",0
"Ti: 41, Al: 59","el_7235: 41, el_3486: 59",1
"Ti: 42, Al: 29, Ni: 29","el_7235: 42, el_3486: 29, el_7611: 29",1
"Ti: 42.6, Nb: 1, Cu: 56.4","el_7235: 42.6, el_9559: 1, el_1377: 56.4",1
"Ti: 42, Al: 23, Ni: 35","el_7235: 42, el_3486: 23, el_7611: 35",1
"Ti: 42, Al: 51, Ni: 7","el_7235: 42, el_3486: 51, el_7611: 7",1
"Ti: 42, Nb: 1, Cu: 57","el_7235: 42, el_9559: 1, el_1377: 57",1
"Ti: 43, Al: 57","el_7235: 43, el_3486: 57",1
"Ti: 45, Al: 36, Ni: 19","el_7235: 45, el_3486: 36, el_7611: 19",1
"Ti: 48, Al: 45, Ni: 7","el_7235: 48, el_3486: 45, el_7611: 7",1
"Ti: 4, Al: 1","el_7235: 4, el_3486: 1",0
"Ti: 4, Al: 10, Ni: 11","el_7235: 4, el_3486: 10, el_7611: 11",1
"Ti: 4, Al: 21","el_7235: 4, el_3486: 21",0
"Ti: 4, Al: 5, Cu: 1","el_7235: 4, el_3486: 5, el_1377: 1",0
"Ti: 4, Al: 5, Cu: 11","el_7235: 4, el_3486: 5, el_1377: 11",1
"Ti: 4, Al: 7, Cu: 9","el_7235: 4, el_3486: 7, el_1377: 9",0
"Ti: 4, Al: 9, Cu: 7","el_7235: 4, el_3486: 9, el_1377: 7",0
"Ti: 4, Al: 1, Cu: 5","el_7235: 4, el_3486: 1, el_1377: 5",1
"Ti: 4, Be: 1","el_7235: 4, el_8846: 1",0
"Ti: 4, Co: 16, B: 5","el_7235: 4, el_9394: 16, el_8033: 5",1
"Ti: 4, Co: 35, B: 11","el_7235: 4, el_9394: 35, el_8033: 11",1
"Ti: 4, Co: 37, B: 9","el_7235: 4, el_9394: 37, el_8033: 9",1
"Ti: 4, Cu: 1","el_7235: 4, el_1377: 1",0
"Ti: 4, Cu: 5, Ni: 1","el_7235: 4, el_1377: 5, el_7611: 1",1
"Ti: 4, Cu: 1, Ni: 5","el_7235: 4, el_1377: 1, el_7611: 5",0
"Ti: 4, Nb: 13, Si: 3","el_7235: 4, el_9559: 13, el_1995: 3",1
"Ti: 4, Ni: 1","el_7235: 4, el_7611: 1",0
"Ti: 4, Ni: 21","el_7235: 4, el_7611: 21",0
"Ti: 4, Si: 1","el_7235: 4, el_1995: 1",1
"Ti: 4, Si: 5, Ni: 16","el_7235: 4, el_1995: 5, el_7611: 16",1
"Ti: 4, Si: 1, Ni: 5","el_7235: 4, el_1995: 1, el_7611: 5",1
"Ti: 5, Al: 3, Cu: 12","el_7235: 5, el_3486: 3, el_1377: 12",1
"Ti: 5, Nb: 12, Si: 3","el_7235: 5, el_9559: 12, el_1995: 3",1
"Ti: 5.9, Al: 94.1","el_7235: 5.9, el_3486: 94.1",0
"Ti: 50, Cu: 13, Ni: 37","el_7235: 50, el_1377: 13, el_7611: 37",0
"Ti: 51, Al: 15, Cu: 34","el_7235: 51, el_3486: 15, el_1377: 34",1
"Ti: 52.5, Nb: 30, Si: 17.5","el_7235: 52.5, el_9559: 30, el_1995: 17.5",1
"Ti: 57.5, Nb: 25, Si: 17.5","el_7235: 57.5, el_9559: 25, el_1995: 17.5",1
"Ti: 57, Al: 5, Cu: 38","el_7235: 57, el_3486: 5, el_1377: 38",1
"Ti: 57, Be: 43","el_7235: 57, el_8846: 43",0
"Ti: 57, Nb: 30, Si: 13","el_7235: 57, el_9559: 30, el_1995: 13",0
"Ti: 58, Al: 35, Ni: 7","el_7235: 58, el_3486: 35, el_7611: 7",1
"Ti: 59, Be: 41","el_7235: 59, el_8846: 41",1
"Ti: 5, Al: 2, Cu: 3","el_7235: 5, el_3486: 2, el_1377: 3",1
"Ti: 5, Al: 2, Ni: 3","el_7235: 5, el_3486: 2, el_7611: 3",1
"Ti: 5, Al: 3, Cu: 2","el_7235: 5, el_3486: 3, el_1377: 2",0
"Ti: 5, Al: 41, Ni: 54","el_7235: 5, el_3486: 41, el_7611: 54",0
"Ti: 5, Al: 4, Cu: 1","el_7235: 5, el_3486: 4, el_1377: 1",0
"Ti: 5, Al: 54, Ni: 41","el_7235: 5, el_3486: 54, el_7611: 41",0
"Ti: 5, Al: 7, Cu: 8","el_7235: 5, el_3486: 7, el_1377: 8",0
"Ti: 5, Al: 1, Ni: 4","el_7235: 5, el_3486: 1, el_7611: 4",1
"Ti: 5, Be: 4, Si: 1","el_7235: 5, el_8846: 4, el_1995: 1",0
"Ti: 5, Co: 17, B: 3","el_7235: 5, el_9394: 17, el_8033: 3",1
"Ti: 5, Cu: 2, Ni: 3","el_7235: 5, el_1377: 2, el_7611: 3",1
"Ti: 5, Cu: 3, Ni: 2","el_7235: 5, el_1377: 3, el_7611: 2",1
"Ti: 5, Cu: 4, Ni: 1","el_7235: 5, el_1377: 4, el_7611: 1",1
"Ti: 5, Cu: 1, Ni: 4","el_7235: 5, el_1377: 1, el_7611: 4",0
"Ti: 5, Fe: 1, Cu: 4","el_7235: 5, el_7694: 1, el_1377: 4",1
"Ti: 5, Nb: 3, Si: 2","el_7235: 5, el_9559: 3, el_1995: 2",0
"Ti: 5, Si: 2, Ni: 3","el_7235: 5, el_1995: 2, el_7611: 3",1
"Ti: 5, Si: 1, Ni: 4","el_7235: 5, el_1995: 1, el_7611: 4",1
"Ti: 6, Co: 33, B: 11","el_7235: 6, el_9394: 33, el_8033: 11",1
"Ti: 6, Cu: 7, Ni: 7","el_7235: 6, el_1377: 7, el_7611: 7",0
"Ti: 61, Be: 39","el_7235: 61, el_8846: 39",1
"Ti: 61, Cu: 16, Ni: 23","el_7235: 61, el_1377: 16, el_7611: 23",1
"Ti: 62.5, Be: 37.5","el_7235: 62.5, el_8846: 37.5",1
"Ti: 63, Be: 37","el_7235: 63, el_8846: 37",1
"Ti: 67.5, Nb: 15, Si: 17.5","el_7235: 67.5, el_9559: 15, el_1995: 17.5",1
"Ti: 67, Ni: 33","el_7235: 67, el_7611: 33",1
"Ti: 6, Al: 3, Cu: 1","el_7235: 6, el_3486: 3, el_1377: 1",0
"Ti: 6, Al: 9, Ni: 5","el_7235: 6, el_3486: 9, el_7611: 5",1
"Ti: 6, Al: 1, Cu: 3","el_7235: 6, el_3486: 1, el_1377: 3",1
"Ti: 6, Al: 1, Ni: 3","el_7235: 6, el_3486: 1, el_7611: 3",1
"Ti: 6, Be: 3, Si: 1","el_7235: 6, el_8846: 3, el_1995: 1",0
"Ti: 6, Co: 35, B: 9","el_7235: 6, el_9394: 35, el_8033: 9",1
"Ti: 6, Cu: 3, Ni: 1","el_7235: 6, el_1377: 3, el_7611: 1",1
"Ti: 6, Cu: 1, Ni: 3","el_7235: 6, el_1377: 1, el_7611: 3",1
"Ti: 6, Nb: 11, Si: 3","el_7235: 6, el_9559: 11, el_1995: 3",1
"Ti: 6, Nb: 3, Si: 1","el_7235: 6, el_9559: 3, el_1995: 1",0
"Ti: 6, Si: 1, Ni: 3","el_7235: 6, el_1995: 1, el_7611: 3",1
"Ti: 7, Al: 11, Cu: 2","el_7235: 7, el_3486: 11, el_1377: 2",0
"Ti: 7, Al: 12, Cu: 1","el_7235: 7, el_3486: 12, el_1377: 1",0
"Ti: 7, Al: 13","el_7235: 7, el_3486: 13",0
"Ti: 7, Al: 2, Cu: 1","el_7235: 7, el_3486: 2, el_1377: 1",0
"Ti: 7, Al: 3","el_7235: 7, el_3486: 3",0
"Ti: 7, Al: 3, Cu: 10","el_7235: 7, el_3486: 3, el_1377: 10",1
"Ti: 7, Al: 9, Cu: 4","el_7235: 7, el_3486: 9, el_1377: 4",0
"Ti: 7, Al: 1, Cu: 12","el_7235: 7, el_3486: 1, el_1377: 12",1
"Ti: 7, Al: 1, Cu: 2","el_7235: 7, el_3486: 1, el_1377: 2",0
"Ti: 7, Be: 2, Si: 1","el_7235: 7, el_8846: 2, el_1995: 1",1
"Ti: 7, Be: 3","el_7235: 7, el_8846: 3",0
"Ti: 7, Co: 2, B: 1","el_7235: 7, el_9394: 2, el_8033: 1",1
"Ti: 7, Cu: 2, Ni: 1","el_7235: 7, el_1377: 2, el_7611: 1",1
"Ti: 7, Cu: 3","el_7235: 7, el_1377: 3",0
"Ti: 7, Cu: 1, Ni: 2","el_7235: 7, el_1377: 1, el_7611: 2",1
"Ti: 7, Fe: 2, B: 1","el_7235: 7, el_7694: 2, el_8033: 1",1
"Ti: 7, Fe: 82, B: 11","el_7235: 7, el_7694: 82, el_8033: 11",1
"Ti: 7, Fe: 83, B: 10","el_7235: 7, el_7694: 83, el_8033: 10",1
"Ti: 7, Nb: 10, Si: 3","el_7235: 7, el_9559: 10, el_1995: 3",1
"Ti: 7, Nb: 2, Si: 1","el_7235: 7, el_9559: 2, el_1995: 1",0
"Ti: 7, Ni: 13","el_7235: 7, el_7611: 13",0
"Ti: 7, Ni: 18","el_7235: 7, el_7611: 18",0
"Ti: 7, Ni: 2, B: 1","el_7235: 7, el_7611: 2, el_8033: 1",1
"Ti: 7, Ni: 3","el_7235: 7, el_7611: 3",1
"Ti: 7, Si: 2, Ni: 1","el_7235: 7, el_1995: 2, el_7611: 1",0
"Ti: 7, Si: 1, Ni: 2","el_7235: 7, el_1995: 1, el_7611: 2",1
"Ti: 7, V: 2, Si: 1","el_7235: 7, el_4182: 2, el_1995: 1",0
"Ti: 7, V: 1, Si: 2","el_7235: 7, el_4182: 1, el_1995: 2",1
"Ti: 8, Co: 33, B: 9","el_7235: 8, el_9394: 33, el_8033: 9",1
"Ti: 8, Nb: 9, Si: 3","el_7235: 8, el_9559: 9, el_1995: 3",1
"Ti: 8, Si: 3, Ni: 9","el_7235: 8, el_1995: 3, el_7611: 9",1
"Ti: 87, Si: 13","el_7235: 87, el_1995: 13",1
"Ti: 8, Al: 17","el_7235: 8, el_3486: 17",1
"Ti: 8, Al: 5, Cu: 7","el_7235: 8, el_3486: 5, el_1377: 7",1
"Ti: 8, Al: 5, Ni: 7","el_7235: 8, el_3486: 5, el_7611: 7",1
"Ti: 8, Al: 1, Cu: 1","el_7235: 8, el_3486: 1, el_1377: 1",0
"Ti: 8, Al: 1, Cu: 11","el_7235: 8, el_3486: 1, el_1377: 11",1
"Ti: 8, Co: 31, B: 11","el_7235: 8, el_9394: 31, el_8033: 11",1
"Ti: 8, Cu: 1, Ni: 1","el_7235: 8, el_1377: 1, el_7611: 1",0
"Ti: 8, Fe: 1, Cu: 11","el_7235: 8, el_7694: 1, el_1377: 11",1
"Ti: 8, Nb: 1, Si: 1","el_7235: 8, el_9559: 1, el_1995: 1",0
"Ti: 8, Ni: 17","el_7235: 8, el_7611: 17",1
"Ti: 8, P: 19, Pd: 73","el_7235: 8, el_4874: 19, el_8322: 73",1
"Ti: 8, Si: 5, Ni: 12","el_7235: 8, el_1995: 5, el_7611: 12",1
"Ti: 8, Si: 1, Ni: 1","el_7235: 8, el_1995: 1, el_7611: 1",1
"Ti: 8, Si: 1, Ni: 11","el_7235: 8, el_1995: 1, el_7611: 11",1
"Ti: 9, Al: 1","el_7235: 9, el_3486: 1",0
"Ti: 9, Al: 10, Cu: 1","el_7235: 9, el_3486: 10, el_1377: 1",0
"Ti: 9, Al: 11","el_7235: 9, el_3486: 11",0
"Ti: 9, Al: 2, Ni: 9","el_7235: 9, el_3486: 2, el_7611: 9",0
"Ti: 9, Al: 3, Cu: 8","el_7235: 9, el_3486: 3, el_1377: 8",1
"Ti: 9, Al: 4, Cu: 7","el_7235: 9, el_3486: 4, el_1377: 7",1
"Ti: 9, Al: 5, Cu: 6","el_7235: 9, el_3486: 5, el_1377: 6",0
"Ti: 9, Al: 5, Ni: 6","el_7235: 9, el_3486: 5, el_7611: 6",1
"Ti: 9, Al: 6, Ni: 5","el_7235: 9, el_3486: 6, el_7611: 5",1
"Ti: 9, Al: 9, Cu: 2","el_7235: 9, el_3486: 9, el_1377: 2",0
"Ti: 9, Al: 9, Ni: 7","el_7235: 9, el_3486: 9, el_7611: 7",1
"Ti: 9, Al: 1, Cu: 10","el_7235: 9, el_3486: 1, el_1377: 10",1
"Ti: 9, Al: 1, Ni: 10","el_7235: 9, el_3486: 1, el_7611: 10",0
"Ti: 9, Be: 1","el_7235: 9, el_8846: 1",0
"Ti: 9, Cu: 1","el_7235: 9, el_1377: 1",0
"Ti: 9, Cu: 11","el_7235: 9, el_1377: 11",1
"Ti: 9, Cu: 9, Ni: 2","el_7235: 9, el_1377: 9, el_7611: 2",1
"Ti: 9, Nb: 8, Si: 3","el_7235: 9, el_9559: 8, el_1995: 3",1
"Ti: 9, Ni: 1","el_7235: 9, el_7611: 1",0
"Ti: 9, Ni: 11","el_7235: 9, el_7611: 11",0
"Ti: 9, Si: 1","el_7235: 9, el_1995: 1",0
"Ti: 9, Si: 2, Ni: 9","el_7235: 9, el_1995: 2, el_7611: 9",0
"Ti: 9, Si: 3, Ni: 8","el_7235: 9, el_1995: 3, el_7611: 8",1
"Ti: 9, Si: 4, Ni: 7","el_7235: 9, el_1995: 4, el_7611: 7",1
"Ti: 9, Si: 1, Ni: 10","el_7235: 9, el_1995: 1, el_7611: 10",0
"Ti: 9, V: 8, Si: 3","el_7235: 9, el_4182: 8, el_1995: 3",1
"Ti: 1, Al: 10, Cu: 9","el_7235: 1, el_3486: 10, el_1377: 9",1
"Ti: 1, Al: 11, Cu: 8","el_7235: 1, el_3486: 11, el_1377: 8",1
"Ti: 1, Al: 12, Cu: 7","el_7235: 1, el_3486: 12, el_1377: 7",0
"Ti: 1, Al: 2, Cu: 7","el_7235: 1, el_3486: 2, el_1377: 7",0
"Ti: 1, Al: 2, Ni: 1","el_7235: 1, el_3486: 2, el_7611: 1",1
"Ti: 1, Al: 3, Cu: 1","el_7235: 1, el_3486: 3, el_1377: 1",0
"Ti: 1, Al: 4","el_7235: 1, el_3486: 4",0
"Ti: 1, Al: 4, Cu: 5","el_7235: 1, el_3486: 4, el_1377: 5",1
"Ti: 1, Al: 4, Ni: 5","el_7235: 1, el_3486: 4, el_7611: 5",0
"Ti: 1, Al: 5, Cu: 4","el_7235: 1, el_3486: 5, el_1377: 4",1
"Ti: 1, Al: 9","el_7235: 1, el_3486: 9",0
"Ti: 1, Al: 1, Cu: 2","el_7235: 1, el_3486: 1, el_1377: 2",1
"Ti: 1, Al: 1, Cu: 3","el_7235: 1, el_3486: 1, el_1377: 3",1
"Ti: 1, Be: 1","el_7235: 1, el_8846: 1",0
"Ti: 1, Co: 19, B: 5","el_7235: 1, el_9394: 19, el_8033: 5",1
"Ti: 1, Cu: 1","el_7235: 1, el_1377: 1",1
"Ti: 1, Cu: 2, Ni: 7","el_7235: 1, el_1377: 2, el_7611: 7",0
"Ti: 1, Cu: 3","el_7235: 1, el_1377: 3",1
"Ti: 1, Cu: 4","el_7235: 1, el_1377: 4",0
"Ti: 1, Cu: 5, Ni: 4","el_7235: 1, el_1377: 5, el_7611: 4",0
"Ti: 1, Cu: 7, Ni: 2","el_7235: 1, el_1377: 7, el_7611: 2",0
"Ti: 1, Cu: 8, Ni: 1","el_7235: 1, el_1377: 8, el_7611: 1",0
"Ti: 1, Cu: 9","el_7235: 1, el_1377: 9",0
"Ti: 1, Cu: 1, Ni: 3","el_7235: 1, el_1377: 1, el_7611: 3",0
"Ti: 1, Cu: 1, Ni: 8","el_7235: 1, el_1377: 1, el_7611: 8",0
"Ti: 1, Fe: 15, B: 4","el_7235: 1, el_7694: 15, el_8033: 4",1
"Ti: 1, Fe: 19, B: 5","el_7235: 1, el_7694: 19, el_8033: 5",1
"Ti: 1, Nb: 16, Si: 3","el_7235: 1, el_9559: 16, el_1995: 3",1
"Ti: 1, Nb: 2, Si: 1","el_7235: 1, el_9559: 2, el_1995: 1",0
"Ti: 1, Ni: 1","el_7235: 1, el_7611: 1",0
"Ti: 1, Ni: 15, P: 4","el_7235: 1, el_7611: 15, el_4874: 4",1
"Ti: 1, Ni: 19, P: 5","el_7235: 1, el_7611: 19, el_4874: 5",1
"Ti: 1, Ni: 3","el_7235: 1, el_7611: 3",0
"Ti: 1, Ni: 7, P: 2","el_7235: 1, el_7611: 7, el_4874: 2",1
"Ti: 1, Ni: 9","el_7235: 1, el_7611: 9",0
"Ti: 1, Si: 4","el_7235: 1, el_1995: 4",1
"U: 20.6, Si: 20.6, Pd: 58.8","el_8131: 20.6, el_1995: 20.6, el_8322: 58.8",1
"V: 10, Co: 76.5, B: 13.5","el_4182: 10, el_9394: 76.5, el_8033: 13.5",1
"V: 15, Co: 72.25, B: 12.75","el_4182: 15, el_9394: 72.25, el_8033: 12.75",1
"V: 15, Fe: 69, B: 16","el_4182: 15, el_7694: 69, el_8033: 16",1
"V: 15, Fe: 71, B: 14","el_4182: 15, el_7694: 71, el_8033: 14",1
"V: 15, Fe: 73, B: 12","el_4182: 15, el_7694: 73, el_8033: 12",0
"V: 25, Co: 63.75, B: 11.25","el_4182: 25, el_9394: 63.75, el_8033: 11.25",1
"V: 3, Fe: 15, B: 2","el_4182: 3, el_7694: 15, el_8033: 2",0
"V: 4, Fe: 75, B: 21","el_4182: 4, el_7694: 75, el_8033: 21",1
"V: 5, Fe: 39, B: 6","el_4182: 5, el_7694: 39, el_8033: 6",1
"V: 5, Fe: 42, B: 3","el_4182: 5, el_7694: 42, el_8033: 3",0
"V: 5, Co: 17, B: 3","el_4182: 5, el_9394: 17, el_8033: 3",1
"V: 5, Co: 80.75, B: 14.25","el_4182: 5, el_9394: 80.75, el_8033: 14.25",1
"V: 5, Fe: 37, B: 8","el_4182: 5, el_7694: 37, el_8033: 8",1
"V: 5, Fe: 38, B: 7","el_4182: 5, el_7694: 38, el_8033: 7",1
"V: 5, Fe: 41, B: 4","el_4182: 5, el_7694: 41, el_8033: 4",0
"V: 5, Fe: 43, B: 2","el_4182: 5, el_7694: 43, el_8033: 2",0
"V: 5, Fe: 79, B: 16","el_4182: 5, el_7694: 79, el_8033: 16",1
"V: 5, Fe: 81, B: 14","el_4182: 5, el_7694: 81, el_8033: 14",1
"V: 5, Fe: 83, B: 12","el_4182: 5, el_7694: 83, el_8033: 12",1
"V: 5, Fe: 87, B: 8","el_4182: 5, el_7694: 87, el_8033: 8",0
"V: 5, Fe: 89, B: 6","el_4182: 5, el_7694: 89, el_8033: 6",0
"V: 5, Fe: 91, B: 4","el_4182: 5, el_7694: 91, el_8033: 4",0
"V: 7, Fe: 76, P: 17","el_4182: 7, el_7694: 76, el_4874: 17",1
"V: 7, Fe: 79, B: 14","el_4182: 7, el_7694: 79, el_8033: 14",1
"V: 9, Fe: 74, P: 17","el_4182: 9, el_7694: 74, el_4874: 17",1
"V: 1, Fe: 15, B: 4","el_4182: 1, el_7694: 15, el_8033: 4",1
"V: 1, Fe: 17, B: 2","el_4182: 1, el_7694: 17, el_8033: 2",0
"V: 1, Fe: 39, B: 10","el_4182: 1, el_7694: 39, el_8033: 10",1
"V: 1, Fe: 8, B: 1","el_4182: 1, el_7694: 8, el_8033: 1",0
"Y: 1, Co: 2, B: 2","el_3272: 1, el_9394: 2, el_8033: 2",1
"Y: 1, Mg: 69, Cu: 30","el_3272: 1, el_7398: 69, el_1377: 30",1
"Y: 1, Mg: 84, Cu: 15","el_3272: 1, el_7398: 84, el_1377: 15",0
"Y: 1, Mg: 6, Ag: 3","el_3272: 1, el_7398: 6, el_3063: 3",1
"Y: 1, Mg: 6, Cu: 3","el_3272: 1, el_7398: 6, el_1377: 3",1
"Y: 1, Mg: 6, Ni: 3","el_3272: 1, el_7398: 6, el_7611: 3",1
"Y: 1, Mg: 2, Ag: 2","el_3272: 1, el_7398: 2, el_3063: 2",1
"Y: 1, Mg: 2, Cu: 2","el_3272: 1, el_7398: 2, el_1377: 2",1
"Y: 1, Mg: 2, Ni: 2","el_3272: 1, el_7398: 2, el_7611: 2",0
"Y: 10, Al: 87, Ni: 3","el_3272: 10, el_3486: 87, el_7611: 3",1
"Y: 10, Mg: 89, Cu: 1","el_3272: 10, el_7398: 89, el_1377: 1",0
