model,rung,tag,comp,label,pred,conf,route,err
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.15,0.65,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.82,0.72,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.72,0.62,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.72,0.65,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.55,0.55,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.2,0.6,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.82,0.75,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.35,0.62,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.72,0.65,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.28,0.62,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.3,0.6,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.15,0.65,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.35,0.6,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.28,0.62,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.18,0.55,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.15,0.6,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.72,0.75,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.15,0.62,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.72,0.75,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.18,0.62,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.12,0.6,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.12,0.65,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.15,0.55,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.12,0.55,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.72,0.72,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.15,0.55,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.82,0.72,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.12,0.6,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.35,0.55,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.12,0.62,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.15,0.6,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.55,0.6,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.82,0.72,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.72,0.65,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.18,0.55,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.18,0.72,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.82,0.72,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.15,0.55,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.25,0.55,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.35,0.55,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.22,0.55,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,0,0.12,0.6,SELF,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.5,0.2,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.45,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.45,SELF,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.35,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.35,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.45,SELF,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.35,0.25,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.45,SELF,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.45,SELF,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.35,0.25,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.45,SELF,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.3,0.2,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.65,0.4,SELF,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.55,SELF,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.65,0.3,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.7,0.3,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.75,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.7,0.3,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.35,0.25,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.35,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.75,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.55,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.3,0.2,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.45,0.2,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.55,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.3,0.2,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.65,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.65,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.85,0.45,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.75,0.35,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.55,0.25,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,1,0.72,0.45,SELF,0
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.65,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.85,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.72,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.7,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.85,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.7,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.85,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.6,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.5,0.2,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.62,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.7,0.4,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.4,0.3,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.85,0.45,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.45,0.25,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.7,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.7,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.75,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.55,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.75,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.5,0.2,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.7,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.6,0.4,SELF,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.7,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.55,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.45,0.25,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.65,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.7,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.85,0.45,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.55,0.25,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.55,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.35,0.25,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.35,0.25,DEFER,0
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.55,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.85,0.45,SELF,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.85,0.45,SELF,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.85,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.72,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.8,0.3,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.65,0.35,DEFER,1
claude-sonnet-4-6,nmr_herg,web-zero,out,0,0.72,0.45,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.72,0.35,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.72,0.45,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.72,0.35,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.77,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.72,0.35,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.72,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.72,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.62,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.55,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.72,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.55,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.55,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.62,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.15,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.62,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.62,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.72,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.72,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.72,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.82,0.55,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.72,SELF,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.72,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,1,0.85,0.55,DEFER,0
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.62,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.6,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.72,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.6,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.72,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.62,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.72,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.45,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.72,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.72,0.35,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.72,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.72,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.79,0.55,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,DEFER,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.85,0.72,SELF,1
claude-sonnet-4-6,methyl_age,web-zero,out,0,0.82,0.55,DEFER,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.35,0.35,DEFER,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.92,0.82,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.92,0.85,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.55,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.65,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.92,0.82,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.87,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.15,0.55,SELF,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.55,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.55,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.82,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.62,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.15,0.4,SELF,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.97,0.85,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.55,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.97,0.82,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.97,0.92,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.97,0.92,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.35,0.55,SELF,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.97,0.85,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.65,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.72,0.65,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.92,0.85,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.75,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.97,0.9,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.92,0.82,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.85,0.72,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,1,0.92,0.82,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.85,0.72,SELF,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.35,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.72,0.65,SELF,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.4,DEFER,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.08,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.72,0.55,SELF,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.45,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.85,0.72,SELF,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.03,0.6,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.72,0.55,SELF,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.4,DEFER,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.55,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.3,DEFER,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.08,0.35,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.72,0.45,DEFER,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.82,0.75,SELF,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.55,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.25,0.3,DEFER,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.6,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.35,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.08,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.6,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.35,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.12,0.35,DEFER,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.55,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.35,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.85,0.72,SELF,1
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.15,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.4,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.05,0.3,SELF,0
claude-sonnet-4-6,variant_novel,web-rich-novel,novel,0,0.12,0.35,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.78,0.72,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.78,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.85,0.72,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.89,0.78,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.85,0.72,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.85,0.72,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.88,0.72,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.78,0.72,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.25,0.45,DEFER,1
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.15,0.6,SELF,1
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.15,0.6,SELF,1
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.87,0.72,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.85,0.72,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.78,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.78,0.72,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.85,0.72,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.75,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.82,0.73,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.87,0.78,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.87,0.78,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.78,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-haiku-4-5-20251001,sc_cellsentence,web-rich,in,1,0.92,0.75,SELF,0
